Round,a\b,G,C,P
Round 127
,G,5,6,5
,C,32,18,8
,P,11,12,3

Round 128
,G,10,4,5
,C,13,29,14
,P,5,11,9

Round 129
,G,1,14,8
,C,7,14,27
,P,10,14,5

Round 130
,G,1,12,5
,C,11,20,20
,P,6,17,8

Round 131
,G,1,12,5
,C,11,25,15
,P,13,16,2

Round 132
,G,6,9,7
,C,11,13,18
,P,10,23,3

Round 133
,G,4,6,6
,C,11,14,14
,P,12,23,10

Round 134
,G,6,1,17
,C,7,8,16
,P,9,32,4

Round 135
,G,6,22,2
,C,9,17,18
,P,5,16,5

Round 136
,G,8,17,7
,C,7,17,18
,P,10,12,4

Round 137
,G,1,17,8
,C,10,16,17
,P,11,17,3

Round 138
,G,5,12,3
,C,13,23,8
,P,11,23,2

Round 139
,G,1,14,5
,C,13,22,12
,P,10,16,7

Round 140
,G,3,9,7
,C,10,24,14
,P,11,16,6

Round 141
,G,1,8,7
,C,11,33,7
,P,11,21,1

Round 142
,G,6,6,2
,C,60,7,6
,P,4,7,2

Round 143
,G,5,8,7
,C,19,16,15
,P,10,18,2

Round 144
,G,2,16,5
,C,14,13,24
,P,7,14,5

Round 145
,G,0,1,4
,C,75,5,8
,P,3,3,1

Round 146
,G,3,14,7
,C,19,12,22
,P,5,9,9

Round 147
,G,3,8,3
,C,36,10,9
,P,11,16,4

Round 148
,G,0,3,6
,C,51,11,11
,P,7,8,3

Round 149
,G,0,2,2
,C,89,1,2
,P,3,1,0

Round 150
,G,1,4,5
,C,61,5,11
,P,9,3,1

Round 151
,G,4,8,7
,C,47,8,11
,P,7,5,3

Round 152
,G,0,7,11
,C,20,10,24
,P,12,12,4

Round 153
,G,6,18,11
,C,12,7,24
,P,8,5,9

Round 154
,G,8,13,9
,C,12,14,18
,P,8,15,3

Round 155
,G,4,8,12
,C,19,9,22
,P,10,12,4

Round 156
,G,2,8,7
,C,42,8,16
,P,6,3,8

Round 157
,G,4,7,15
,C,25,19,15
,P,4,5,6

Round 158
,G,0,2,5
,C,74,5,5
,P,5,3,1

Round 159
,G,3,15,15
,C,21,7,20
,P,3,9,7

Round 160
,G,2,3,9
,C,36,10,17
,P,10,7,6

Round 161
,G,0,14,10
,C,16,14,21
,P,7,10,8

Round 162
,G,2,10,14
,C,17,14,17
,P,12,9,5

Round 163
,G,7,5,8
,C,25,10,16
,P,8,9,12

Round 164
,G,6,4,2
,C,14,17,17
,P,17,15,8

Round 165
,G,2,3,2
,C,21,30,16
,P,17,6,3

Round 166
,G,1,3,1
,C,63,5,17
,P,4,4,2

Round 167
,G,1,11,6
,C,20,19,22
,P,10,8,3

Round 168
,G,3,6,8
,C,22,20,10
,P,14,11,6

Round 169
,G,1,5,10
,C,19,22,14
,P,15,9,5

Round 170
,G,0,8,8
,C,16,29,18
,P,13,7,1

Round 171
,G,2,7,2
,C,24,27,16
,P,13,6,3

Round 172
,G,1,1,0
,C,14,6,34
,P,8,34,2

Round 173
,G,7,11,5
,C,27,14,14
,P,12,6,4

Round 174
,G,0,13,5
,C,33,8,26
,P,8,4,3

Round 175
,G,3,8,3
,C,56,6,11
,P,5,4,4

Round 176
,G,0,3,4
,C,54,6,19
,P,4,3,7

Round 177
,G,2,1,3
,C,47,13,3
,P,15,14,2

Round 178
,G,2,7,4
,C,17,19,26
,P,11,9,5

Round 179
,G,0,7,6
,C,26,27,11
,P,14,5,4

Round 180
,G,3,6,5
,C,22,12,22
,P,16,5,9

Round 181
,G,1,2,8
,C,36,18,12
,P,12,10,1

Round 182
,G,0,2,0
,C,22,22,33
,P,13,4,4

Round 183
,G,0,3,6
,C,20,18,31
,P,15,6,1

Round 184
,G,1,4,1
,C,23,17,27
,P,10,10,7

Round 185
,G,0,3,2
,C,21,20,33
,P,10,7,4

Round 186
,G,0,2,5
,C,26,20,28
,P,11,5,3

Round 187
,G,4,6,6
,C,20,22,19
,P,11,7,5

Round 188
,G,1,3,3
,C,34,16,21
,P,7,5,10

Round 189
,G,0,6,5
,C,21,17,23
,P,12,11,5

Round 190
,G,0,1,1
,C,52,14,11
,P,13,5,3

Round 191
,G,3,0,1
,C,40,18,16
,P,14,6,2

Round 192
,G,1,0,4
,C,44,19,14
,P,7,7,4

Round 193
,G,2,6,3
,C,25,13,23
,P,13,14,1

Round 194
,G,1,9,6
,C,19,16,25
,P,9,10,5

Round 195
,G,0,1,2
,C,45,17,15
,P,13,6,1

Round 196
,G,0,5,2
,C,30,16,25
,P,14,6,2

Round 197
,G,0,10,8
,C,24,18,20
,P,9,10,1

Round 198
,G,0,0,1
,C,55,11,14
,P,17,1,1

Round 199
,G,1,1,2
,C,60,16,3
,P,16,1,0

Round 200
,G,1,8,1
,C,36,30,9
,P,6,0,9

Round 201
,G,3,1,0
,C,28,27,20
,P,8,6,7

Round 202
,G,0,8,3
,C,24,29,18
,P,8,10,0

Round 203
,G,2,1,0
,C,22,39,13
,P,4,18,1

Round 204
,G,2,1,0
,C,23,38,10
,P,11,15,0

Round 205
,G,6,5,1
,C,12,42,16
,P,4,14,0

Round 206
,G,0,4,3
,C,20,23,26
,P,12,9,3

Round 207
,G,4,2,4
,C,20,20,22
,P,13,13,2

Round 208
,G,5,0,1
,C,14,29,29
,P,12,8,2

Round 209
,G,3,7,4
,C,15,33,19
,P,8,7,4

Round 210
,G,0,5,3
,C,16,22,25
,P,13,14,2

Round 211
,G,3,4,3
,C,14,20,25
,P,16,13,2

Round 212
,G,3,2,2
,C,20,37,14
,P,9,10,3

Round 213
,G,5,2,1
,C,27,25,16
,P,14,8,2

Round 214
,G,1,1,2
,C,18,30,35
,P,9,3,1

Round 215
,G,2,0,5
,C,26,18,26
,P,13,10,0

Round 216
,G,1,8,4
,C,20,28,15
,P,13,9,2

Round 217
,G,2,1,7
,C,11,37,10
,P,22,9,1

Round 218
,G,5,5,5
,C,20,34,15
,P,3,12,1

Round 219
,G,0,0,1
,C,24,61,7
,P,5,2,0

Round 220
,G,1,3,3
,C,24,35,15
,P,10,9,0

Round 221
,G,1,10,1
,C,25,16,23
,P,4,20,0

Round 222
,G,0,0,5
,C,22,39,11
,P,10,12,1

Round 223
,G,0,1,0
,C,31,27,14
,P,10,16,1

Round 224
,G,0,1,2
,C,26,34,10
,P,13,13,1

Round 225
,G,0,1,7
,C,30,38,3
,P,12,9,0

Round 226
,G,0,4,8
,C,29,17,15
,P,12,11,4

Round 227
,G,2,4,4
,C,33,16,14
,P,14,6,7

Round 228
,G,0,4,1
,C,26,26,18
,P,8,15,2

Round 229
,G,2,4,2
,C,23,32,14
,P,9,12,2

Round 230
,G,1,3,2
,C,28,32,10
,P,12,9,3

Round 231
,G,0,8,7
,C,24,31,8
,P,7,11,4

Round 232
,G,0,4,4
,C,23,34,10
,P,12,12,1

Round 233
,G,5,9,1
,C,25,29,12
,P,7,11,1

Round 234
,G,0,0,0
,C,38,24,10
,P,18,10,0

Round 235
,G,1,0,7
,C,20,43,8
,P,21,0,0

Round 236
,G,0,16,8
,C,25,29,5
,P,5,12,0

Round 237
,G,2,4,2
,C,24,33,10
,P,13,9,3

Round 238
,G,3,3,0
,C,36,33,4
,P,14,7,0

Round 239
,G,3,2,2
,C,24,37,11
,P,3,17,1

Round 240
,G,0,0,0
,C,39,26,13
,P,14,7,1

Round 241
,G,1,1,1
,C,77,7,4
,P,5,4,0

Round 242
,G,2,1,1
,C,55,26,7
,P,3,4,1

Round 243
,G,1,1,2
,C,33,26,13
,P,6,18,0

Round 244
,G,0,0,1
,C,79,11,2
,P,4,3,0

Round 245
,G,2,4,4
,C,25,24,9
,P,12,16,4

Round 246
,G,0,3,4
,C,50,17,7
,P,9,8,2

Round 247
,G,4,0,3
,C,64,12,5
,P,7,3,2

Round 248
,G,3,3,5
,C,36,24,7
,P,15,7,0

Round 249
,G,0,1,7
,C,44,17,2
,P,21,7,1

Round 250
,G,1,2,2
,C,54,19,8
,P,7,5,2

Round 251
,G,2,5,7
,C,28,28,9
,P,10,10,1

Round 252
,G,5,1,2
,C,61,15,2
,P,5,9,0

Round 253
,G,4,4,6
,C,24,38,5
,P,11,5,3

Round 254
,G,2,0,4
,C,59,21,2
,P,7,5,0

Round 255
,G,9,0,5
,C,27,30,7
,P,11,11,0

Round 256
,G,4,5,7
,C,31,26,5
,P,8,13,1

Round 257
,G,4,0,8
,C,20,38,4
,P,13,10,3

Round 258
,G,0,0,1
,C,93,3,1
,P,1,1,0

Round 259
,G,0,4,1
,C,68,8,5
,P,4,8,2

Round 260
,G,0,1,2
,C,91,3,1
,P,2,0,0

Round 261
,G,3,1,2
,C,69,9,3
,P,5,6,2

Round 262
,G,2,0,0
,C,6,5,1
,P,83,2,1

Round 263
,G,2,0,0
,C,82,6,2
,P,3,5,0

Round 264
,G,6,0,4
,C,25,25,14
,P,7,13,6

Round 265
,G,3,3,5
,C,21,22,18
,P,13,12,3

Round 266
,G,3,2,1
,C,54,12,7
,P,8,9,4

Round 267
,G,1,1,0
,C,68,9,4
,P,8,8,1

Round 268
,G,0,0,0
,C,77,9,5
,P,4,4,1

Round 269
,G,1,1,2
,C,40,18,17
,P,6,14,1

Round 270
,G,0,2,0
,C,80,5,1
,P,6,5,1

Round 271
,G,1,2,0
,C,57,9,8
,P,9,12,2

Round 272
,G,2,0,0
,C,69,11,5
,P,7,5,1

Round 273
,G,0,0,0
,C,95,1,1
,P,2,1,0

Round 274
,G,0,1,0
,C,53,7,3
,P,30,3,3

Round 275
,G,2,0,0
,C,9,1,1
,P,86,1,0

Round 276
,G,0,0,0
,C,49,19,15
,P,4,13,0

Round 277
,G,1,0,1
,C,48,21,13
,P,0,15,1

Round 278
,G,1,3,2
,C,32,25,11
,P,10,14,2

Round 279
,G,1,4,6
,C,33,28,7
,P,8,9,4

Round 280
,G,0,1,0
,C,88,4,2
,P,2,3,0

Round 281
,G,0,0,0
,C,98,0,1
,P,1,0,0

Round 282
,G,3,0,4
,C,17,25,16
,P,13,16,6

Round 283
,G,6,7,3
,C,20,12,10
,P,15,19,8

Round 284
,G,6,4,3
,C,12,25,13
,P,12,22,3

Round 285
,G,3,8,2
,C,13,22,10
,P,16,22,4

Round 286
,G,4,5,3
,C,19,14,19
,P,9,21,6

Round 287
,G,2,2,4
,C,16,10,8
,P,42,11,5

Round 288
,G,0,3,1
,C,66,6,6
,P,5,11,2

Round 289
,G,5,11,2
,C,16,17,11
,P,8,23,7

Round 290
,G,4,7,6
,C,14,16,11
,P,12,18,12

Round 291
,G,2,7,3
,C,12,12,17
,P,15,23,9

Round 292
,G,4,7,2
,C,20,13,7
,P,14,19,14

Round 293
,G,2,5,1
,C,21,17,12
,P,8,28,6

Round 294
,G,2,2,4
,C,16,24,10
,P,13,23,6

Round 295
,G,1,4,4
,C,14,32,13
,P,11,15,6

Round 296
,G,4,2,0
,C,16,17,11
,P,15,28,7

Round 297
,G,4,4,0
,C,20,20,14
,P,9,26,3

Round 298
,G,3,5,2
,C,20,24,11
,P,11,24,0

Round 299
,G,5,8,2
,C,22,18,8
,P,8,20,9

Round 300
,G,1,8,4
,C,15,18,20
,P,8,18,8

Round 301
,G,0,4,1
,C,15,23,16
,P,11,25,5

Round 302
,G,0,0,4
,C,12,31,16
,P,13,24,0

Round 303
,G,2,8,2
,C,16,15,22
,P,12,13,10

Round 304
,G,0,13,1
,C,25,16,8
,P,13,14,10

Round 305
,G,6,6,3
,C,15,20,18
,P,6,26,0

Round 306
,G,6,11,3
,C,11,17,20
,P,8,18,6

Round 307
,G,0,15,1
,C,10,13,19
,P,18,9,15

Round 308
,G,1,4,5
,C,26,10,12
,P,16,22,4

Round 309
,G,3,4,7
,C,20,14,14
,P,12,21,5

Round 310
,G,3,3,2
,C,21,16,16
,P,13,21,5

Round 311
,G,2,6,2
,C,17,24,14
,P,13,22,0

Round 312
,G,1,4,0
,C,20,23,14
,P,13,24,1

Round 313
,G,2,9,2
,C,16,22,15
,P,7,22,5

Round 314
,G,1,11,2
,C,13,14,21
,P,16,7,15

Round 315
,G,5,12,10
,C,15,11,14
,P,8,18,7

Round 316
,G,5,7,1
,C,22,15,14
,P,11,25,0

Round 317
,G,2,4,4
,C,19,24,18
,P,12,16,1

Round 318
,G,4,6,5
,C,15,23,22
,P,12,10,3

Round 319
,G,5,6,0
,C,22,19,17
,P,5,23,3

Round 320
,G,5,5,3
,C,21,18,14
,P,15,16,3

Round 321
,G,2,2,1
,C,16,34,18
,P,19,8,0

Round 322
,G,0,3,0
,C,57,9,10
,P,15,5,1

Round 323
,G,6,7,0
,C,27,11,9
,P,18,20,2

Round 324
,G,0,4,0
,C,37,12,12
,P,19,15,1

Round 325
,G,2,1,0
,C,56,9,3
,P,17,12,0

Round 326
,G,0,0,0
,C,36,10,1
,P,35,18,0

Round 327
,G,0,0,0
,C,38,5,6
,P,19,32,0

Round 328
,G,1,2,0
,C,36,11,6
,P,19,24,1

Round 329
,G,2,1,0
,C,33,10,5
,P,29,19,1

Round 330
,G,0,1,0
,C,19,5,4
,P,59,12,0

Round 331
,G,1,2,0
,C,31,10,6
,P,34,16,0

Round 332
,G,2,1,0
,C,31,10,5
,P,24,26,1

Round 333
,G,2,7,0
,C,29,11,1
,P,25,25,0

Round 334
,G,0,7,0
,C,13,19,24
,P,32,5,0

Round 335
,G,0,4,0
,C,23,18,10
,P,23,22,0

Round 336
,G,1,4,0
,C,31,17,10
,P,23,12,2

Round 337
,G,0,7,0
,C,28,17,14
,P,21,13,0

Round 338
,G,1,0,0
,C,36,11,3
,P,19,30,0

Round 339
,G,2,4,1
,C,35,8,6
,P,21,22,1

Round 340
,G,1,5,0
,C,30,12,4
,P,21,25,2

Round 341
,G,2,4,0
,C,30,8,3
,P,29,24,0

Round 342
,G,0,6,0
,C,33,3,2
,P,23,33,0

Round 343
,G,1,1,0
,C,27,9,1
,P,41,20,0

Round 344
,G,0,0,0
,C,29,9,2
,P,38,21,1

Round 345
,G,5,0,0
,C,27,14,2
,P,28,24,0

Round 346
,G,0,0,0
,C,32,15,1
,P,23,29,0

Round 347
,G,0,1,0
,C,19,9,1
,P,55,13,2

Round 348
,G,0,1,0
,C,21,12,3
,P,46,15,2

Round 349
,G,1,3,0
,C,36,1,1
,P,25,32,1

Round 350
,G,4,0,1
,C,27,2,2
,P,39,25,0

Round 351
,G,5,2,0
,C,24,10,5
,P,39,15,0

Round 352
,G,0,2,1
,C,36,3,2
,P,27,27,2

Round 353
,G,1,1,0
,C,32,11,3
,P,26,26,0

Round 354
,G,0,0,0
,C,33,15,1
,P,24,27,0

Round 355
,G,5,0,0
,C,29,13,2
,P,34,16,1

Round 356
,G,2,0,0
,C,31,14,1
,P,30,22,0

Round 357
,G,2,2,0
,C,24,11,1
,P,32,28,0

Round 358
,G,1,3,0
,C,24,14,3
,P,36,17,2

Round 359
,G,4,1,0
,C,27,20,4
,P,28,16,0

Round 360
,G,5,4,0
,C,19,5,4
,P,47,15,1

Round 361
,G,3,0,0
,C,20,3,1
,P,41,32,0

Round 362
,G,9,0,0
,C,19,11,1
,P,35,24,1

Round 363
,G,2,2,0
,C,14,13,11
,P,28,30,0

Round 364
,G,2,1,0
,C,19,10,9
,P,29,28,2

Round 365
,G,1,2,0
,C,24,7,3
,P,27,34,2

Round 366
,G,1,2,0
,C,27,11,0
,P,25,30,4

Round 367
,G,1,6,0
,C,28,10,0
,P,29,25,1

Round 368
,G,4,3,3
,C,18,8,9
,P,36,18,1

Round 369
,G,5,1,0
,C,16,7,3
,P,38,30,0

Round 370
,G,1,3,0
,C,24,11,2
,P,30,28,1

Round 371
,G,2,6,0
,C,26,6,1
,P,27,30,2

Round 372
,G,6,2,0
,C,22,7,0
,P,31,30,2

Round 373
,G,2,6,0
,C,18,13,3
,P,39,18,1

Round 374
,G,2,6,0
,C,23,15,1
,P,34,19,0

Round 375
,G,4,8,4
,C,17,8,4
,P,37,18,0

Round 376
,G,2,7,0
,C,23,12,1
,P,35,20,0

Round 377
,G,3,7,0
,C,26,8,0
,P,31,25,0

Round 378
,G,0,8,0
,C,30,6,3
,P,29,23,1

Round 379
,G,3,3,0
,C,22,11,2
,P,38,21,0

Round 380
,G,3,5,2
,C,13,9,5
,P,36,25,2

Round 381
,G,5,6,0
,C,19,6,3
,P,37,23,1

Round 382
,G,1,9,0
,C,26,13,0
,P,19,28,4

Round 383
,G,1,9,0
,C,26,19,0
,P,19,24,2

Round 384
,G,0,12,0
,C,29,11,1
,P,22,24,1

Round 385
,G,0,21,0
,C,23,12,0
,P,22,22,0

Round 386
,G,5,9,0
,C,20,12,0
,P,26,25,3

Round 387
,G,4,5,0
,C,22,14,0
,P,33,22,0

Round 388
,G,7,5,2
,C,19,5,5
,P,37,18,2

Round 389
,G,10,1,0
,C,23,5,3
,P,41,14,3

Round 390
,G,5,2,0
,C,21,13,4
,P,35,18,2

Round 391
,G,4,6,1
,C,26,11,3
,P,26,23,0

Round 392
,G,10,0,0
,C,18,2,1
,P,33,33,3

Round 393
,G,13,0,0
,C,13,0,0
,P,37,37,0

Round 394
,G,8,0,0
,C,19,5,2
,P,33,30,3

Round 395
,G,0,8,0
,C,34,7,1
,P,26,24,0

Round 396
,G,0,8,0
,C,41,9,0
,P,26,16,0

Round 397
,G,13,1,0
,C,15,1,1
,P,35,34,0

Round 398
,G,8,2,0
,C,22,5,2
,P,32,29,0

Round 399
,G,5,9,0
,C,32,9,0
,P,23,20,2

Round 400
,G,0,2,3
,C,26,11,10
,P,24,24,0

Round 401
,G,0,0,0
,C,29,14,4
,P,20,33,0

Round 402
,G,0,2,0
,C,34,7,8
,P,9,38,2

Round 403
,G,0,8,0
,C,39,9,2
,P,15,24,3

Round 404
,G,0,4,0
,C,28,15,9
,P,20,21,3

Round 405
,G,4,4,0
,C,27,15,4
,P,19,25,2

Round 406
,G,0,8,0
,C,29,8,2
,P,19,31,3

Round 407
,G,6,3,0
,C,23,10,1
,P,23,34,0

Round 408
,G,4,0,0
,C,26,12,4
,P,20,29,5

Round 409
,G,2,5,0
,C,29,19,2
,P,15,28,0

Round 410
,G,0,5,0
,C,32,19,3
,P,21,16,4

Round 411
,G,3,5,0
,C,27,21,4
,P,29,11,0

Round 412
,G,0,5,0
,C,33,17,0
,P,28,17,0

Round 413
,G,0,4,0
,C,34,14,0
,P,28,20,0

Round 414
,G,0,4,0
,C,28,20,2
,P,26,20,0

Round 415
,G,1,7,0
,C,27,21,1
,P,24,19,0

Round 416
,G,0,6,0
,C,29,16,1
,P,14,31,3

Round 417
,G,0,6,1
,C,27,14,6
,P,21,20,5

Round 418
,G,0,6,0
,C,30,17,2
,P,20,19,6

Round 419
,G,0,6,0
,C,31,19,3
,P,16,20,5

Round 420
,G,0,3,0
,C,26,21,2
,P,25,23,0

Round 421
,G,3,2,0
,C,33,18,2
,P,30,10,2

Round 422
,G,0,2,0
,C,43,9,2
,P,35,7,2

Round 423
,G,1,3,0
,C,28,8,2
,P,38,19,1

Round 424
,G,0,0,0
