Round,a\b,G,C,P
,P,4,18,9

Round 145
,G,2,10,8
,C,2,5,18
,P,28,16,11

Round 146
,G,4,4,30
,C,11,5,17
,P,2,14,13

Round 147
,G,5,9,5
,C,3,7,14
,P,30,21,6

Round 148
,G,3,7,31
,C,11,1,18
,P,7,16,6

Round 149
,G,2,13,5
,C,7,1,21
,P,30,19,2

Round 150
,G,1,4,28
,C,11,4,22
,P,4,17,9

Round 151
,G,5,13,6
,C,7,1,15
,P,31,19,3

Round 152
,G,4,6,31
,C,13,2,20
,P,4,16,4

Round 153
,G,5,8,5
,C,4,7,14
,P,32,20,5

Round 154
,G,7,0,34
,C,8,8,17
,P,1,18,7

Round 155
,G,3,9,10
,C,12,1,9
,P,32,23,1

Round 156
,G,2,9,35
,C,13,4,19
,P,8,10,0

Round 157
,G,1,11,9
,C,10,3,10
,P,34,20,2

Round 158
,G,2,8,35
,C,12,7,17
,P,9,7,3

Round 159
,G,1,11,9
,C,9,2,9
,P,33,23,3

Round 160
,G,5,11,33
,C,11,2,18
,P,10,7,3

Round 161
,G,0,0,1
,C,0,1,0
,P,3,94,1

Round 162
,G,0,1,2
,C,3,2,87
,P,2,0,3

Round 163
,G,0,4,2
,C,1,1,0
,P,5,83,4

Round 164
,G,1,2,3
,C,5,2,81
,P,2,1,3

Round 165
,G,0,2,3
,C,1,1,0
,P,3,88,2

Round 166
,G,0,4,3
,C,8,4,72
,P,3,1,5

Round 167
,G,0,4,2
,C,1,1,0
,P,3,84,5

Round 168
,G,0,4,9
,C,13,5,57
,P,6,3,3

Round 169
,G,0,7,4
,C,1,0,1
,P,3,77,7

Round 170
,G,3,5,6
,C,9,7,61
,P,5,1,3

Round 171
,G,0,2,5
,C,1,1,0
,P,4,84,3

Round 172
,G,0,3,4
,C,7,2,76
,P,5,1,2

Round 173
,G,0,8,1
,C,1,1,0
,P,2,80,7

Round 174
,G,0,1,4
,C,13,3,66
,P,6,2,5

Round 175
,G,1,5,4
,C,1,1,0
,P,4,79,5

Round 176
,G,0,3,5
,C,10,2,71
,P,5,1,3

Round 177
,G,0,6,3
,C,1,1,0
,P,3,82,4

Round 178
,G,1,1,3
,C,6,3,80
,P,4,0,2

Round 179
,G,0,2,2
,C,1,1,0
,P,2,91,1

Round 180
,G,0,3,5
,C,8,2,74
,P,5,1,2

Round 181
,G,0,17,5
,C,1,1,0
,P,10,56,10

Round 182
,G,0,5,14
,C,15,2,41
,P,11,6,6

Round 183
,G,4,11,8
,C,5,0,7
,P,15,44,6

Round 184
,G,4,6,13
,C,12,3,40
,P,10,6,6

Round 185
,G,11,9,4
,C,2,3,3
,P,10,54,4

Round 186
,G,13,5,4
,C,9,2,54
,P,5,3,5

Round 187
,G,10,9,8
,C,5,3,7
,P,8,47,3

Round 188
,G,1,5,5
,C,4,2,74
,P,3,2,4

Round 189
,G,0,6,4
,C,1,1,1
,P,5,79,3

Round 190
,G,5,4,8
,C,9,4,47
,P,14,4,5

Round 191
,G,5,7,14
,C,2,3,2
,P,7,52,8

Round 192
,G,1,3,4
,C,2,2,80
,P,4,1,3

Round 193
,G,0,7,6
,C,2,3,1
,P,5,69,7

Round 194
,G,6,3,11
,C,12,6,43
,P,8,6,5

Round 195
,G,3,7,5
,C,1,2,2
,P,6,72,2

Round 196
,G,9,3,7
,C,16,4,50
,P,4,6,1

Round 197
,G,5,21,6
,C,3,2,4
,P,13,37,9

Round 198
,G,2,6,9
,C,18,6,45
,P,7,2,5

Round 199
,G,1,15,8
,C,4,6,1
,P,9,51,5

Round 200
,G,4,5,9
,C,21,6,43
,P,5,2,5

Round 201
,G,2,8,11
,C,20,0,9
,P,28,22,0

Round 202
,G,6,13,33
,C,8,2,22
,P,10,6,0

Round 203
,G,5,6,8
,C,13,2,8
,P,27,26,5

Round 204
,G,3,16,33
,C,7,3,19
,P,10,9,0

Round 205
,G,6,4,10
,C,17,0,11
,P,28,24,0

Round 206
,G,0,21,30
,C,10,0,18
,P,10,11,0

Round 207
,G,0,11,15
,C,19,2,1
,P,34,17,1

Round 208
,G,2,22,34
,C,12,0,13
,P,13,3,1

Round 209
,G,4,11,9
,C,15,1,2
,P,27,25,6

Round 210
,G,5,20,37
,C,11,0,12
,P,13,2,0

Round 211
,G,0,10,13
,C,18,1,5
,P,32,18,3

Round 212
,G,3,19,37
,C,10,3,12
,P,14,0,2

Round 213
,G,5,9,14
,C,22,0,0
,P,38,11,1

Round 214
,G,4,16,32
,C,8,2,23
,P,5,7,3

Round 215
,G,1,9,10
,C,14,4,5
,P,27,24,6

Round 216
,G,4,20,34
,C,10,2,16
,P,14,0,0

Round 217
,G,6,8,13
,C,18,1,1
,P,32,19,2

Round 218
,G,6,21,34
,C,7,0,17
,P,13,0,2

Round 219
,G,5,6,4
,C,6,1,3
,P,20,48,7

Round 220
,G,3,19,35
,C,10,0,18
,P,9,5,1

Round 221
,G,5,14,11
,C,7,5,4
,P,14,37,3

Round 222
,G,5,9,16
,C,16,6,21
,P,10,10,7

Round 223
,G,2,16,13
,C,7,5,13
,P,11,27,6

Round 224
,G,7,10,11
,C,18,6,23
,P,10,10,5

Round 225
,G,4,18,13
,C,10,4,13
,P,11,22,5

Round 226
,G,4,9,8
,C,15,4,35
,P,11,10,4

Round 227
,G,1,14,13
,C,19,3,5
,P,17,27,1

Round 228
,G,7,13,11
,C,12,5,25
,P,13,8,6

Round 229
,G,3,11,9
,C,9,7,10
,P,13,29,9

Round 230
,G,6,11,11
,C,16,3,23
,P,11,13,6

Round 231
,G,2,13,14
,C,9,5,7
,P,10,33,7

Round 232
,G,6,17,15
,C,15,1,22
,P,10,10,4

Round 233
,G,5,17,11
,C,10,4,11
,P,15,20,7

Round 234
,G,6,15,11
,C,11,6,30
,P,14,4,3

Round 235
,G,7,19,9
,C,10,3,7
,P,14,22,9

Round 236
,G,6,14,15
,C,13,7,21
,P,11,8,5

Round 237
,G,4,13,9
,C,10,5,7
,P,18,22,12

Round 238
,G,11,10,13
,C,14,5,21
,P,13,9,4

Round 239
,G,8,19,7
,C,15,1,16
,P,21,13,0

Round 240
,G,3,22,16
,C,12,2,27
,P,11,4,3

Round 241
,G,3,17,10
,C,19,3,4
,P,19,24,1

Round 242
,G,3,27,15
,C,13,2,25
,P,14,0,1

Round 243
,G,2,13,13
,C,20,4,1
,P,13,30,4

Round 244
,G,4,23,20
,C,15,5,18
,P,13,2,0

Round 245
,G,3,13,14
,C,22,4,1
,P,16,26,1

Round 246
,G,4,22,13
,C,12,5,22
,P,15,3,4

Round 247
,G,0,15,16
,C,19,7,2
,P,16,20,5

Round 248
,G,4,24,16
,C,13,4,25
,P,13,1,0

Round 249
,G,2,11,15
,C,20,5,5
,P,15,26,1

Round 250
,G,1,24,17
,C,14,4,22
,P,14,3,1

Round 251
,G,4,10,13
,C,24,3,0
,P,16,27,3

Round 252
,G,0,21,15
,C,13,5,29
,P,14,1,2

Round 253
,G,1,13,13
,C,22,6,1
,P,15,26,3

Round 254
,G,0,28,14
,C,13,2,26
,P,16,1,0

Round 255
,G,2,12,15
,C,23,4,1
,P,16,26,1

Round 256
,G,0,14,20
,C,13,7,25
,P,14,7,0

Round 257
,G,0,12,17
,C,24,2,2
,P,16,26,1

Round 258
,G,0,22,16
,C,14,5,27
,P,12,2,2

Round 259
,G,0,13,13
,C,28,0,2
,P,14,30,0

Round 260
,G,4,20,9
,C,10,9,25
,P,17,4,2

Round 261
,G,1,10,17
,C,23,8,1
,P,10,29,1

Round 262
,G,0,25,12
,C,10,7,20
,P,22,4,0

Round 263
,G,0,10,25
,C,27,8,1
,P,12,17,0

Round 264
,G,0,28,11
,C,9,7,19
,P,26,0,0

Round 265
,G,0,2,24
,C,26,2,0
,P,4,42,0

Round 266
,G,2,23,2
,C,3,3,41
,P,22,2,2

Round 267
,G,3,2,21
,C,24,3,1
,P,7,38,1

Round 268
,G,3,21,3
,C,3,3,39
,P,24,2,2

Round 269
,G,1,1,23
,C,25,1,0
,P,1,47,1

Round 270
,G,2,22,2
,C,3,4,37
,P,24,4,2

Round 271
,G,0,0,25
,C,26,0,0
,P,3,46,0

Round 272
,G,3,20,5
,C,1,3,42
,P,21,3,2

Round 273
,G,1,3,25
,C,24,3,1
,P,4,39,0

Round 274
,G,5,24,7
,C,7,7,22
,P,19,8,1

Round 275
,G,7,2,19
,C,19,9,9
,P,5,29,1

Round 276
,G,1,22,10
,C,13,6,18
,P,20,8,2

Round 277
,G,6,4,21
,C,24,7,8
,P,4,26,0

Round 278
,G,7,19,5
,C,4,8,27
,P,20,8,2

Round 279
,G,4,5,22
,C,22,9,8
,P,2,26,2

Round 280
,G,7,22,4
,C,4,7,28
,P,19,8,1

Round 281
,G,1,5,21
,C,22,10,3
,P,7,27,4

Round 282
,G,0,11,2
,C,2,10,3
,P,44,25,3

Round 283
,G,0,1,44
,C,25,21,0
,P,3,6,0

Round 284
,G,1,25,3
,C,1,19,8
,P,43,0,0

Round 285
,G,4,4,30
,C,24,12,1
,P,7,18,0

Round 286
,G,1,24,2
,C,3,23,4
,P,42,1,0

Round 287
,G,2,3,41
,C,24,21,1
,P,3,5,0

Round 288
,G,0,25,2
,C,0,22,5
,P,44,0,2

Round 289
,G,1,0,44
,C,25,21,0
,P,3,6,0

Round 290
,G,0,24,3
,C,0,20,9
,P,40,0,4

Round 291
,G,0,0,47
,C,25,23,0
,P,2,3,0

Round 292
,G,2,22,4
,C,1,18,11
,P,35,1,6

Round 293
,G,3,6,26
,C,21,6,7
,P,8,23,0

Round 294
,G,2,25,3
,C,4,18,7
,P,37,3,1

Round 295
,G,0,0,47
,C,24,24,0
,P,2,3,0

Round 296
,G,3,20,4
,C,3,18,8
,P,32,3,9

Round 297
,G,1,4,39
,C,9,12,25
,P,5,4,1

Round 298
,G,0,24,2
,C,0,22,6
,P,43,1,2

Round 299
,G,6,6,32
,C,22,18,0
,P,8,6,2

Round 300
,G,3,21,2
,C,3,21,2
,P,41,4,3

Round 301
,G,1,2,41
,C,23,21,0
,P,2,8,2

Round 302
,G,0,24,1
,C,11,1,25
,P,24,1,13

Round 303
,G,5,6,26
,C,25,13,2
,P,5,12,6

Round 304
,G,4,21,2
,C,5,14,12
,P,33,2,7

Round 305
,G,2,6,37
,C,22,19,3
,P,6,5,0

Round 306
,G,0,22,3
,C,4,22,3
,P,42,4,0

Round 307
,G,2,3,38
,C,24,20,3
,P,2,6,2

Round 308
,G,2,22,2
,C,8,11,14
,P,30,4,7

Round 309
,G,2,7,33
,C,22,14,2
,P,2,12,6

Round 310
,G,3,18,5
,C,7,17,3
,P,31,11,5

Round 311
,G,0,1,42
,C,23,19,5
,P,3,6,1

Round 312
,G,0,24,4
,C,3,19,7
,P,37,3,3

Round 313
,G,3,5,34
,C,22,14,5
,P,2,11,4

Round 314
,G,1,20,2
,C,3,20,3
,P,43,7,1

Round 315
,G,2,6,36
,C,20,20,1
,P,4,7,4

Round 316
,G,2,20,6
,C,6,12,14
,P,28,5,7

Round 317
,G,0,2,44
,C,23,21,4
,P,3,3,0

Round 318
,G,0,22,3
,C,6,13,13
,P,32,4,7

Round 319
,G,4,11,25
,C,15,16,8
,P,8,7,6

Round 320
,G,1,21,3
,C,5,23,1
,P,41,5,0

Round 321
,G,1,3,42
,C,21,23,0
,P,3,5,2

Round 322
,G,0,15,3
,C,2,17,17
,P,31,0,15

Round 323
,G,1,0,30
,C,17,15,1
,P,1,19,16

Round 324
,G,4,3,11
,C,4,16,28
,P,26,3,5

Round 325
,G,0,16,24
,C,15,6,13
,P,6,19,1

Round 326
,G,1,11,9
,C,9,12,23
,P,25,3,7

Round 327
,G,0,13,27
,C,0,15,1
,P,15,28,1

Round 328
,G,3,12,5
,C,10,7,20
,P,23,17,3

Round 329
,G,1,1,30
,C,17,16,0
,P,2,18,15

Round 330
,G,3,15,3
,C,7,10,17
,P,27,12,6

Round 331
,G,0,15,24
,C,16,2,16
,P,3,21,3

Round 332
,G,2,15,2
,C,6,13,16
,P,25,8,13

Round 333
,G,3,4,28
,C,10,15,9
,P,6,19,6

Round 334
,G,5,9,5
,C,4,17,16
,P,27,10,7

Round 335
,G,4,9,23
,C,9,13,9
,P,10,20,3

Round 336
,G,4,8,8
,C,13,11,14
,P,21,19,2

Round 337
,G,3,15,20
,C,18,1,18
,P,2,19,4

Round 338
,G,2,15,3
,C,14,6,16
,P,21,20,3

Round 339
,G,1,12,25
,C,12,5,25
,P,4,14,2

Round 340
,G,1,11,7
,C,7,7,18
,P,24,18,7

Round 341
,G,4,8,23
,C,12,10,11
,P,10,20,2

Round 342
,G,7,2,4
,C,0,25,20
,P,26,16,0

Round 343
,G,7,4,22
,C,4,20,14
,P,7,20,2

Round 344
,G,3,12,10
,C,7,9,22
,P,17,13,7

Round 345
,G,3,8,20
,C,9,10,18
,P,10,19,3

Round 346
,G,3,6,9
,C,8,10,25
,P,20,14,5

Round 347
,G,4,6,21
,C,7,9,14
,P,9,29,1

Round 348
,G,3,15,7
,C,3,17,12
,P,17,25,1

Round 349
,G,3,4,20
,C,9,10,17
,P,10,26,1

Round 350
,G,2,10,9
,C,3,8,28
,P,17,20,3

Round 351
,G,5,6,16
,C,11,10,18
,P,9,21,4

Round 352
,G,12,7,9
,C,0,8,32
,P,14,18,0

Round 353
,G,1,2,22
,C,9,9,16
,P,12,29,0

Round 354
,G,1,8,9
,C,0,9,30
,P,22,21,0

Round 355
,G,0,0,22
,C,8,9,21
,P,10,30,0

Round 356
,G,4,6,8
,C,4,13,24
,P,20,18,3

Round 357
,G,8,2,19
,C,5,20,19
,P,4,22,1

Round 358
,G,9,5,6
,C,8,17,15
,P,21,19,0

Round 359
,G,9,9,20
,C,3,20,22
,P,4,11,2

Round 360
,G,9,3,5
,C,5,19,19
,P,18,18,4

Round 361
,G,2,9,16
,C,9,8,16
,P,12,26,2

Round 362
,G,3,11,6
,C,14,17,9
,P,17,20,3

Round 363
,G,3,10,13
,C,12,17,15
,P,9,11,10

Round 364
,G,0,28,4
,C,17,17,0
,P,16,18,0

Round 365
,G,1,12,16
,C,23,16,16
,P,8,7,1

Round 366
,G,3,13,10
,C,8,16,10
,P,15,15,10

Round 367
,G,4,10,13
,C,21,13,18
,P,7,7,7

Round 368
,G,2,25,4
,C,15,15,5
,P,16,16,2

Round 369
,G,6,10,13
,C,17,14,17
,P,7,12,4

Round 370
,G,5,17,10
,C,10,10,16
,P,12,14,6

Round 371
,G,2,7,18
,C,19,18,16
,P,9,8,3

Round 372
,G,1,27,8
,C,14,12,6
,P,12,14,6

Round 373
,G,2,7,10
,C,18,10,12
,P,16,17,8

Round 374
,G,3,16,13
,C,5,14,16
,P,11,13,9

Round 375
,G,1,6,10
,C,18,11,15
,P,15,15,9

Round 376
,G,1,24,6
,C,11,12,9
,P,14,16,7

Round 377
,G,5,7,13
,C,21,14,14
,P,11,11,4

Round 378
,G,3,16,18
,C,11,10,15
,P,14,9,4

Round 379
,G,4,14,11
,C,15,8,12
,P,11,19,6

Round 380
,G,5,14,13
,C,9,10,16
,P,10,13,10

Round 381
,G,1,5,11
,C,17,11,11
,P,17,18,9

Round 382
,G,3,20,15
,C,7,9,16
,P,8,14,8

Round 383
,G,2,12,7
,C,17,3,17
,P,17,19,6

Round 384
,G,4,18,15
,C,0,11,20
,P,7,13,12

Round 385
,G,2,17,9
,C,17,4,17
,P,15,17,2

Round 386
,G,6,15,15
,C,14,4,17
,P,7,12,10

Round 387
,G,8,10,6
,C,9,6,9
,P,15,24,13

Round 388
,G,8,18,14
,C,7,6,22
,P,11,11,3

Round 389
,G,2,8,6
,C,11,9,13
,P,12,24,15

Round 390
,G,5,14,15
,C,8,5,24
,P,9,12,8

Round 391
,G,2,11,7
,C,16,3,17
,P,15,22,7

Round 392
,G,3,16,17
,C,13,3,22
,P,8,13,5

Round 393
,G,0,15,8
,C,23,2,5
,P,11,26,10

Round 394
,G,2,21,14
,C,12,2,29
,P,8,5,7

Round 395
,G,6,11,8
,C,17,3,14
,P,15,21,5

Round 396
,G,6,17,16
,C,12,4,20
,P,7,15,3

Round 397
,G,11,5,6
,C,15,9,13
,P,14,19,8

Round 398
,G,7,16,16
,C,4,6,20
,P,6,16,9

Round 399
,G,8,8,5
,C,15,5,17
,P,17,19,6

Round 400
,G,8,18,16
,C,11,5,17
,P,7,11,7

Round 401
,G,4,15,6
,C,17,4,14
,P,17,21,2

Round 402
,G,7,15,14
,C,10,6,28
,P,6,6,8

Round 403
,G,9,16,7
,C,12,4,2
,P,17,28,5

Round 404
,G,12,13,18
,C,15,8,20
,P,6,4,4

Round 405
,G,9,16,9
,C,15,9,10
,P,13,17,2

Round 406
,G,11,5,17
,C,17,12,21
,P,6,3,8

Round 407
,G,10,15,6
,C,11,4,0
,P,13,31,10

Round 408
,G,15,17,11
,C,16,1,32
,P,5,0,3

Round 409
,G,13,15,4
,C,14,2,7
,P,18,24,3

Round 410
,G,10,14,19
,C,13,8,17
,P,10,7,2

Round 411
,G,10,15,8
,C,11,11,5
,P,11,20,9

Round 412
,G,12,13,13
,C,20,6,17
,P,5,8,6

Round 413
,G,11,21,4
,C,13,7,8
,P,14,15,7

Round 414
,G,11,10,17
,C,21,7,20
,P,4,4,6

Round 415
,G,10,21,6
,C,14,9,7
,P,12,13,8

Round 416
,G,12,12,14
,C,21,4,19
,P,5,8,5

Round 417
,G,14,21,5
,C,12,4,13
,P,10,16,5

Round 418
,G,12,16,13
,C,21,5,14
,P,4,9,6

Round 419
,G,12,22,4
,C,13,6,11
,P,15,15,2

Round 420
,G,9,12,13
,C,20,8,18
,P,6,11,3

Round 421
,G,12,18,5
,C,10,9,11
,P,13,16,6

Round 422
,G,13,8,12
,C,17,7,16
,P,11,11,5

Round 423
,G,13,18,11
,C,11,3,12
,P,15,17,0

Round 424
,G,13,11,16
