Round,a\b,G,C,P
Round 113
,G,2,5,4
,C,18,20,14
,P,6,20,11

Round 114
,G,3,5,6
,C,9,21,17
,P,7,24,8

Round 115
,G,3,11,1
,C,9,9,22
,P,6,34,5

Round 116
,G,1,12,3
,C,14,7,19
,P,10,27,7

Round 117
,G,5,3,4
,C,4,23,25
,P,8,26,2

Round 118
,G,3,7,2
,C,8,21,22
,P,3,27,7

Round 119
,G,2,17,6
,C,9,16,21
,P,6,16,7

Round 120
,G,0,11,6
,C,15,19,17
,P,2,19,11

Round 121
,G,2,8,8
,C,6,20,26
,P,4,22,4

Round 122
,G,0,11,8
,C,10,28,15
,P,7,18,3

Round 123
,G,3,11,4
,C,15,28,14
,P,3,15,7

Round 124
,G,3,7,5
,C,23,24,11
,P,5,18,4

Round 125
,G,3,9,10
,C,13,27,7
,P,7,22,2

Round 126
,G,2,10,11
,C,18,22,17
,P,5,14,1

Round 127
,G,7,14,6
,C,23,20,11
,P,3,13,3

Round 128
,G,5,8,9
,C,17,18,15
,P,8,17,3

Round 129
,G,0,11,7
,C,14,30,16
,P,5,14,3

Round 130
,G,0,9,9
,C,18,25,18
,P,5,15,1

Round 131
,G,3,13,7
,C,18,24,16
,P,3,16,0

Round 132
,G,4,9,11
,C,27,15,9
,P,6,16,3

Round 133
,G,4,8,4
,C,30,21,10
,P,3,12,8

Round 134
,G,4,6,9
,C,29,14,14
,P,2,17,5

Round 135
,G,8,7,8
,C,21,15,12
,P,9,17,3

Round 136
,G,2,13,7
,C,20,16,11
,P,13,15,3

Round 137
,G,1,9,7
,C,16,25,18
,P,7,14,3

Round 138
,G,2,9,7
,C,26,16,20
,P,4,14,2

Round 139
,G,2,8,3
,C,32,10,5
,P,7,23,10

Round 140
,G,6,7,9
,C,19,17,8
,P,12,20,2

Round 141
,G,8,65,2
,C,8,6,3
,P,5,3,0

Round 142
,G,12,16,13
,C,30,13,6
,P,4,5,1

Round 143
,G,14,18,11
,C,17,5,8
,P,17,6,4

Round 144
,G,16,17,5
,C,14,9,5
,P,15,16,3

Round 145
,G,11,20,9
,C,18,9,6
,P,11,13,3

Round 146
,G,12,19,10
,C,14,6,10
,P,15,9,5

Round 147
,G,16,17,8
,C,13,9,8
,P,14,9,6

Round 148
,G,0,23,14
,C,12,17,5
,P,6,23,0

Round 149
,G,20,16,3
,C,21,8,6
,P,12,10,4

Round 150
,G,11,23,9
,C,10,19,6
,P,13,8,1

Round 151
,G,13,22,3
,C,23,16,9
,P,7,7,0

Round 152
,G,12,14,9
,C,20,10,7
,P,13,11,4

Round 153
,G,14,14,13
,C,18,5,8
,P,21,7,0

Round 154
,G,7,25,8
,C,13,11,7
,P,19,7,3

Round 155
,G,14,22,5
,C,16,13,5
,P,14,9,2

Round 156
,G,11,18,5
,C,20,10,9
,P,17,8,2

Round 157
,G,10,20,9
,C,12,6,5
,P,27,8,3

Round 158
,G,17,12,9
,C,15,8,7
,P,19,11,2

Round 159
,G,4,20,7
,C,17,11,6
,P,15,14,6

Round 160
,G,7,15,8
,C,9,15,4
,P,12,21,9

Round 161
,G,19,14,12
,C,5,8,5
,P,15,12,10

Round 162
,G,8,25,14
,C,9,0,7
,P,15,13,9

Round 163
,G,5,18,14
,C,10,0,3
,P,35,9,6

Round 164
,G,30,8,17
,C,0,0,1
,P,31,9,4

Round 165
,G,19,8,16
,C,4,0,1
,P,38,10,4

Round 166
,G,12,21,16
,C,4,4,4
,P,20,12,7

Round 167
,G,15,16,18
,C,8,1,6
,P,17,14,5

Round 168
,G,17,8,21
,C,11,1,8
,P,20,9,5

Round 169
,G,10,9,24
,C,1,0,8
,P,28,18,2

Round 170
,G,12,6,19
,C,2,1,8
,P,34,13,5

Round 171
,G,15,8,23
,C,1,2,7
,P,31,11,2

Round 172
,G,12,17,24
,C,0,0,11
,P,20,14,2

Round 173
,G,16,9,14
,C,9,2,2
,P,31,13,4

Round 174
,G,16,3,13
,C,5,5,7
,P,23,21,7

Round 175
,G,7,16,10
,C,7,6,4
,P,30,18,2

Round 176
,G,7,16,12
,C,7,3,7
,P,23,17,8

Round 177
,G,4,1,16
,C,5,3,7
,P,39,22,3

Round 178
,G,11,1,31
,C,10,1,1
,P,4,32,9

Round 179
,G,13,8,15
,C,6,7,2
,P,30,18,1

Round 180
,G,13,8,16
,C,7,5,2
,P,24,23,2

Round 181
,G,7,9,8
,C,12,11,13
,P,20,20,0

Round 182
,G,12,5,13
,C,10,3,5
,P,18,24,10

Round 183
,G,5,5,12
,C,7,1,7
,P,29,24,10

Round 184
,G,5,8,8
,C,12,7,10
,P,30,17,3

Round 185
,G,8,12,10
,C,7,9,4
,P,30,14,6

Round 186
,G,11,7,12
,C,7,1,6
,P,14,29,13

Round 187
,G,8,6,6
,C,18,5,13
,P,22,18,4

Round 188
,G,6,1,2
,C,12,2,15
,P,44,17,1

Round 189
,G,13,4,7
,C,4,3,15
,P,35,15,4

Round 190
,G,5,7,4
,C,17,4,11
,P,29,16,7

Round 191
,G,4,9,10
,C,6,3,11
,P,29,16,12

Round 192
,G,7,4,8
,C,2,6,7
,P,38,20,8

Round 193
,G,8,11,14
,C,7,13,1
,P,34,6,6

Round 194
,G,8,3,11
,C,10,10,6
,P,33,19,0

Round 195
,G,4,4,12
,C,5,7,17
,P,23,25,3

Round 196
,G,2,8,6
,C,12,10,6
,P,39,13,4

Round 197
,G,3,11,2
,C,10,11,9
,P,39,15,0

Round 198
,G,2,7,10
,C,17,2,0
,P,44,17,1

Round 199
,G,2,6,10
,C,16,3,0
,P,46,15,2

Round 200
,G,3,4,11
,C,10,5,4
,P,35,21,7

Round 201
,G,8,6,19
,C,3,10,4
,P,27,16,7

Round 202
,G,10,9,23
,C,2,8,9
,P,10,19,10

Round 203
,G,4,10,13
,C,5,6,8
,P,18,20,16

Round 204
,G,5,2,15
,C,5,4,11
,P,21,21,16

Round 205
,G,0,7,10
,C,6,6,4
,P,49,6,12

Round 206
,G,1,6,22
,C,2,9,10
,P,12,28,10

Round 207
,G,5,7,25
,C,0,11,5
,P,11,27,9

Round 208
,G,9,6,18
,C,6,4,7
,P,15,25,10

Round 209
,G,3,8,12
,C,4,17,1
,P,21,9,25

Round 210
,G,7,9,16
,C,6,7,9
,P,13,20,13

Round 211
,G,5,15,11
,C,8,9,12
,P,11,15,14

Round 212
,G,9,11,14
,C,11,4,11
,P,13,15,12

Round 213
,G,12,11,20
,C,6,7,9
,P,6,19,10

Round 214
,G,2,6,19
,C,8,9,12
,P,12,20,12

Round 215
,G,5,13,23
,C,6,7,6
,P,10,12,18

Round 216
,G,5,6,11
,C,6,8,6
,P,25,23,10

Round 217
,G,11,7,21
,C,6,7,6
,P,12,25,5

Round 218
,G,4,9,21
,C,6,8,8
,P,13,22,9

Round 219
,G,11,11,19
,C,5,8,6
,P,12,21,7

Round 220
,G,13,15,24
,C,2,6,9
,P,4,16,11

Round 221
,G,5,6,8
,C,10,13,13
,P,16,22,7

Round 222
,G,5,9,11
,C,14,13,8
,P,11,23,6

Round 223
,G,3,8,11
,C,7,19,18
,P,4,27,3

Round 224
,G,1,6,5
,C,16,10,8
,P,18,20,16

Round 225
,G,2,11,20
,C,9,15,9
,P,10,21,3

Round 226
,G,1,6,19
,C,6,36,2
,P,5,23,2

Round 227
,G,0,5,24
,C,2,43,0
,P,1,24,1

Round 228
,G,2,2,19
,C,3,35,5
,P,4,25,5

Round 229
,G,1,2,22
,C,1,23,3
,P,5,42,1

Round 230
,G,0,1,22
,C,1,38,6
,P,3,26,3

Round 231
,G,0,9,13
,C,4,22,22
,P,12,14,4

Round 232
,G,3,7,10
,C,8,19,20
,P,4,24,5

Round 233
,G,1,5,5
,C,4,19,32
,P,4,27,3

Round 234
,G,2,5,11
,C,12,16,20
,P,7,23,4

Round 235
,G,1,8,13
,C,7,21,20
,P,12,17,1

Round 236
,G,2,10,7
,C,6,20,19
,P,5,23,8

Round 237
,G,2,9,15
,C,7,22,11
,P,6,24,4

Round 238
,G,2,2,21
,C,20,6,1
,P,18,29,1

Round 239
,G,4,4,15
,C,9,20,11
,P,16,12,9

Round 240
,G,0,4,5
,C,3,41,39
,P,2,5,1

Round 241
,G,4,13,14
,C,10,17,6
,P,11,21,4

Round 242
,G,2,17,12
,C,12,12,8
,P,14,15,8

Round 243
,G,6,12,16
,C,5,10,9
,P,10,25,7

Round 244
,G,2,13,17
,C,6,9,9
,P,14,21,9

Round 245
,G,0,21,21
,C,2,23,2
,P,11,19,1

Round 246
,G,4,14,13
,C,9,12,7
,P,17,15,9

Round 247
,G,8,3,13
,C,13,9,10
,P,13,20,11

Round 248
,G,6,10,14
,C,9,11,8
,P,11,21,10

Round 249
,G,1,10,17
,C,11,18,4
,P,11,19,9

Round 250
,G,3,9,13
,C,9,9,10
,P,16,23,8

Round 251
,G,6,18,14
,C,10,11,7
,P,9,21,4

Round 252
,G,4,20,13
,C,14,13,5
,P,7,17,7

Round 253
,G,0,13,23
,C,3,21,5
,P,27,7,1

Round 254
,G,1,37,4
,C,1,3,18
,P,18,18,0

Round 255
,G,4,5,29
,C,12,13,4
,P,13,18,2

Round 256
,G,2,12,28
,C,17,8,11
,P,7,14,1

Round 257
,G,2,16,22
,C,15,11,6
,P,10,11,7

Round 258
,G,3,18,15
,C,17,7,9
,P,14,13,4

Round 259
,G,2,11,23
,C,8,15,8
,P,14,15,4

Round 260
,G,2,10,27
,C,14,11,2
,P,13,19,2

Round 261
,G,3,5,15
,C,3,15,17
,P,14,22,6

Round 262
,G,4,7,14
,C,8,15,10
,P,12,22,8

Round 263
,G,5,8,15
,C,7,14,6
,P,12,24,9

Round 264
,G,6,9,13
,C,11,25,15
,P,2,14,5

Round 265
,G,5,6,12
,C,8,18,9
,P,11,25,6

Round 266
,G,1,5,11
,C,9,19,25
,P,2,23,5

Round 267
,G,1,7,17
,C,7,22,15
,P,15,10,6

Round 268
,G,0,8,21
,C,6,21,11
,P,19,8,6

Round 269
,G,6,4,11
,C,5,11,15
,P,14,27,7

Round 270
,G,7,6,13
,C,9,8,15
,P,11,25,6

Round 271
,G,0,1,20
,C,1,9,8
,P,23,22,16

Round 272
,G,0,0,13
,C,0,9,9
,P,26,34,9

Round 273
,G,2,1,28
,C,4,26,8
,P,22,7,2

Round 274
,G,2,1,27
,C,4,26,4
,P,29,3,4

Round 275
,G,3,6,19
,C,6,23,15
,P,16,12,0

Round 276
,G,3,6,21
,C,7,19,13
,P,10,19,2

Round 277
,G,4,10,11
,C,9,8,18
,P,7,25,8

Round 278
,G,1,13,17
,C,6,8,20
,P,12,20,3

Round 279
,G,9,8,13
,C,11,7,13
,P,5,28,6

Round 280
,G,3,6,9
,C,3,23,29
,P,9,15,3

Round 281
,G,4,6,18
,C,5,12,8
,P,15,20,12

Round 282
,G,3,9,17
,C,7,11,5
,P,9,28,11

Round 283
,G,4,23,12
,C,9,9,8
,P,10,21,4

Round 284
,G,0,7,17
,C,6,20,2
,P,9,32,7

Round 285
,G,1,6,16
,C,6,11,8
,P,6,33,13

Round 286
,G,0,8,21
,C,5,11,11
,P,12,26,6

Round 287
,G,0,14,25
,C,7,7,10
,P,11,24,2

Round 288
,G,4,14,27
,C,5,6,10
,P,1,32,1

Round 289
,G,1,11,20
,C,10,11,13
,P,2,29,3

Round 290
,G,1,6,29
,C,25,2,4
,P,1,32,0

Round 291
,G,4,17,33
,C,10,2,6
,P,3,23,2

Round 292
,G,5,17,19
,C,12,6,6
,P,4,24,7

Round 293
,G,3,5,28
,C,23,0,4
,P,1,33,3

Round 294
,G,1,7,26
,C,25,1,1
,P,4,32,3

Round 295
,G,1,6,26
,C,23,5,4
,P,3,29,3

Round 296
,G,7,17,17
,C,4,11,20
,P,0,18,6

Round 297
,G,2,6,18
,C,6,22,22
,P,2,14,8

Round 298
,G,6,18,15
,C,5,17,11
,P,6,19,3

Round 299
,G,4,14,22
,C,5,14,5
,P,4,23,9

Round 300
,G,5,14,20
,C,12,8,6
,P,5,25,5

Round 301
,G,4,21,14
,C,5,21,15
,P,2,15,3

Round 302
,G,5,13,19
,C,12,22,11
,P,4,13,1

Round 303
,G,0,6,15
,C,15,20,8
,P,10,15,11

Round 304
,G,2,0,30
,C,30,2,1
,P,1,32,2

Round 305
,G,1,0,32
,C,12,22,0
,P,19,12,2

Round 306
,G,0,0,33
,C,28,4,0
,P,3,30,2

Round 307
,G,7,9,24
,C,20,18,4
,P,3,14,1

Round 308
,G,4,4,29
,C,15,19,1
,P,14,13,1

Round 309
,G,2,0,31
,C,10,22,2
,P,21,12,0

Round 310
,G,0,3,30
,C,14,17,3
,P,17,16,0

Round 311
,G,4,7,27
,C,14,17,4
,P,11,14,2

Round 312
,G,1,4,31
,C,29,3,2
,P,2,28,0

Round 313
,G,1,2,26
,C,11,21,9
,P,20,8,2

Round 314
,G,1,3,30
,C,5,27,1
,P,27,5,1

Round 315
,G,1,4,30
,C,2,27,4
,P,29,2,1

Round 316
,G,1,6,28
,C,8,22,2
,P,24,8,1

Round 317
,G,1,4,30
,C,1,31,1
,P,29,2,1

Round 318
,G,1,5,28
,C,27,3,1
,P,5,29,1

Round 319
,G,2,15,19
,C,14,7,9
,P,10,22,2

Round 320
,G,1,13,31
,C,27,5,1
,P,5,16,1

Round 321
,G,9,17,22
,C,6,14,8
,P,10,9,5

Round 322
,G,10,27,15
,C,4,8,7
,P,9,14,6

Round 323
,G,4,26,15
,C,5,5,8
,P,12,23,2

Round 324
,G,9,8,23
,C,2,10,6
,P,16,18,8

Round 325
,G,4,9,12
,C,12,8,11
,P,11,20,13

Round 326
,G,7,7,21
,C,7,13,9
,P,8,22,6

Round 327
,G,6,18,14
,C,1,13,5
,P,15,23,5

Round 328
,G,3,17,11
,C,3,8,9
,P,18,25,6

Round 329
,G,1,2,3
,C,28,5,3
,P,3,28,27

Round 330
,G,0,0,2
,C,32,1,0
,P,2,32,31

Round 331
,G,7,21,14
,C,8,5,7
,P,13,21,4

Round 332
,G,7,7,14
,C,15,12,6
,P,10,19,10

Round 333
,G,0,5,6
,C,23,5,4
,P,5,29,23

Round 334
,G,2,1,17
,C,13,13,3
,P,15,30,6

Round 335
,G,8,17,9
,C,1,0,24
,P,16,17,8

Round 336
,G,12,16,13
,C,3,17,12
,P,16,10,1

Round 337
,G,9,17,13
,C,10,10,11
,P,8,20,2

Round 338
,G,4,16,11
,C,6,6,19
,P,13,22,3

Round 339
,G,2,5,16
,C,14,17,1
,P,12,24,9

Round 340
,G,5,14,16
,C,7,12,6
,P,15,21,4

Round 341
,G,5,8,22
,C,9,16,9
,P,12,17,2

Round 342
,G,9,12,20
,C,7,10,13
,P,11,18,0

Round 343
,G,0,2,27
,C,13,14,2
,P,16,25,1

Round 344
,G,2,4,24
,C,14,13,3
,P,12,26,2

Round 345
,G,0,2,25
,C,16,15,4
,P,14,24,0

Round 346
,G,0,16,13
,C,9,14,12
,P,12,19,5

Round 347
,G,7,11,16
,C,3,18,9
,P,13,21,2

Round 348
,G,1,20,13
,C,1,2,11
,P,20,31,1

Round 349
,G,1,7,25
,C,5,17,13
,P,11,19,2

Round 350
,G,1,13,23
,C,5,14,12
,P,7,21,4

Round 351
,G,6,17,15
,C,7,14,6
,P,10,13,12

Round 352
,G,1,24,14
,C,6,6,7
,P,18,20,4

Round 353
,G,3,14,11
,C,9,17,14
,P,11,19,2

Round 354
,G,4,11,15
,C,5,26,14
,P,8,13,4

Round 355
,G,4,13,20
,C,6,18,11
,P,9,15,4

Round 356
,G,8,14,24
,C,6,15,8
,P,10,15,0

Round 357
,G,6,15,23
,C,3,8,11
,P,13,20,1

Round 358
,G,3,3,22
,C,5,11,15
,P,14,17,10

Round 359
,G,4,13,17
,C,6,15,11
,P,14,18,2

Round 360
,G,1,9,24
,C,2,16,13
,P,15,18,2

Round 361
,G,1,3,23
,C,5,20,6
,P,15,18,9

Round 362
,G,0,2,27
,C,3,28,3
,P,18,15,4

Round 363
,G,2,6,14
,C,16,16,11
,P,10,15,10

Round 364
,G,1,0,15
,C,25,15,15
,P,3,14,12

Round 365
,G,2,4,11
,C,18,18,18
,P,7,14,8

Round 366
,G,1,9,8
,C,12,15,19
,P,10,20,6

Round 367
,G,1,0,9
,C,0,23,0
,P,27,30,10

Round 368
,G,2,2,11
,C,1,17,2
,P,30,22,13

Round 369
,G,2,2,15
,C,3,24,3
,P,24,14,13

Round 370
,G,0,2,15
,C,1,24,0
,P,29,18,11

Round 371
,G,1,3,17
,C,3,24,5
,P,21,14,12

Round 372
,G,1,1,15
,C,3,27,2
,P,24,14,13

Round 373
,G,3,5,13
,C,2,24,3
,P,26,15,9

Round 374
,G,4,2,11
,C,1,21,6
,P,25,18,12

Round 375
,G,0,4,13
,C,5,28,5
,P,21,13,11

Round 376
,G,0,0,14
,C,2,25,1
,P,25,19,14

Round 377
,G,1,5,13
,C,10,14,14
,P,16,25,2

Round 378
,G,1,4,11
,C,9,17,13
,P,17,23,5

Round 379
,G,2,3,10
,C,4,18,8
,P,19,26,10

Round 380
,G,2,0,12
,C,2,19,5
,P,25,23,12

Round 381
,G,1,1,3
,C,1,29,2
,P,31,7,25

Round 382
,G,3,4,4
,C,4,18,4
,P,28,16,19

Round 383
,G,0,15,12
,C,4,3,11
,P,20,28,7

Round 384
,G,0,14,8
,C,2,7,13
,P,19,29,8

Round 385
,G,5,7,3
,C,5,17,11
,P,16,27,9

Round 386
,G,0,22,5
,C,7,15,10
,P,17,15,9

Round 387
,G,6,10,8
,C,5,17,9
,P,18,21,6

Round 388
,G,2,16,7
,C,3,11,11
,P,24,18,8

Round 389
,G,2,16,7
,C,1,13,13
,P,21,20,7

Round 390
,G,1,9,7
,C,2,12,10
,P,23,26,10

Round 391
,G,1,18,11
,C,1,9,11
,P,22,21,6

Round 392
,G,5,15,11
,C,5,3,10
,P,15,33,3

Round 393
,G,1,12,8
,C,3,14,13
,P,17,23,9

Round 394
,G,1,1,8
,C,2,29,10
,P,28,9,12

Round 395
,G,1,3,9
,C,3,24,10
,P,28,12,10

Round 396
,G,0,7,8
,C,6,14,11
,P,22,24,8

Round 397
,G,0,10,9
,C,2,17,12
,P,21,21,8

Round 398
,G,0,4,10
,C,0,17,12
,P,25,25,7

Round 399
,G,5,8,7
,C,7,21,6
,P,17,28,1

Round 400
,G,5,7,6
,C,4,22,16
,P,19,19,2

Round 401
,G,0,9,5
,C,4,24,5
,P,27,3,23

Round 402
,G,3,10,6
,C,7,18,5
,P,24,9,18

Round 403
,G,2,15,9
,C,1,18,1
,P,30,10,14

Round 404
,G,2,15,10
,C,2,17,3
,P,29,10,12

Round 405
,G,0,11,9
,C,0,21,1
,P,35,11,12

Round 406
,G,1,6,4
,C,0,20,1
,P,32,21,15

Round 407
,G,2,15,3
,C,1,17,2
,P,33,10,17

Round 408
,G,0,15,2
,C,4,18,0
,P,34,8,19

Round 409
,G,5,10,9
,C,11,15,2
,P,17,12,19

Round 410
,G,9,11,11
,C,3,20,3
,P,22,11,10

Round 411
,G,1,15,6
,C,4,15,3
,P,31,10,15

Round 412
,G,0,19,1
,C,0,19,1
,P,40,1,19

Round 413
,G,7,20,12
,C,18,10,11
,P,14,6,2

Round 414
,G,6,17,12
,C,7,12,5
,P,22,11,8

Round 415
,G,6,16,14
,C,8,15,5
,P,19,8,9

Round 416
,G,7,16,11
,C,1,21,2
,P,24,3,15

Round 417
,G,7,20,6
,C,7,10,2
,P,27,9,12

Round 418
,G,6,19,9
,C,5,10,3
,P,24,12,12

Round 419
,G,1,7,3
,C,8,11,4
,P,24,26,16

Round 420
,G,1,17,1
,C,1,19,2
,P,36,7,16

Round 421
,G,3,8,7
,C,0,11,5
,P,28,30,8

Round 422
,G,0,12,6
,C,2,7,6
,P,25,20,22

Round 423
,G,0,11,0
,C,0,9,1
,P,21,36,22

Round 424
,G,0,7,0
