Round,a\b,G,C,P
,G,4,9,16
,C,3,8,10
,P,8,33,9

Round 58
,G,6,4,11
,C,2,6,14
,P,12,34,11

Round 59
,G,0,10,16
,C,0,1,12
,P,9,42,10

Round 60
,G,0,9,10
,C,1,1,16
,P,16,38,9

Round 61
,G,0,8,16
,C,1,3,6
,P,17,35,14

Round 62
,G,1,2,16
,C,1,1,1
,P,5,57,16

Round 63
,G,2,6,18
,C,0,1,7
,P,10,53,3

Round 64
,G,2,9,17
,C,1,2,10
,P,15,37,7

Round 65
,G,2,8,18
,C,2,1,11
,P,16,35,7

Round 66
,G,1,2,21
,C,1,0,1
,P,4,66,4

Round 67
,G,1,1,22
,C,1,2,4
,P,3,63,3

Round 68
,G,3,9,15
,C,2,5,8
,P,14,33,11

Round 69
,G,2,8,18
,C,3,8,1
,P,15,34,11

Round 70
,G,2,6,20
,C,4,14,10
,P,9,33,2

Round 71
,G,6,71,7
,C,0,4,0
,P,1,11,0

Round 72
,G,3,57,19
,C,4,4,10
,P,0,3,0

Round 73
,G,0,98,2
,C,0,0,0
,P,0,0,0

Round 74
,G,4,71,13
,C,0,2,8
,P,0,1,1

Round 75
,G,6,34,28
,C,0,6,17
,P,1,7,1

Round 76
,G,8,8,42
,C,1,8,31
,P,0,1,1

Round 77
,G,8,35,28
,C,0,5,15
,P,0,5,4

Round 78
,G,5,31,31
,C,0,4,18
,P,1,6,4

Round 79
,G,2,15,47
,C,0,10,23
,P,0,0,3

Round 80
,G,3,15,44
,C,0,6,23
,P,0,1,8

Round 81
,G,9,17,18
,C,3,11,6
,P,19,8,9

Round 82
,G,1,2,46
,C,1,2,1
,P,44,2,1

Round 83
,G,7,6,40
,C,0,6,1
,P,33,1,6

Round 84
,G,0,1,49
,C,0,1,2
,P,46,1,0

Round 85
,G,2,4,43
,C,2,1,1
,P,45,1,1

Round 86
,G,10,11,34
,C,2,10,19
,P,10,3,1

Round 87
,G,3,8,30
,C,1,1,9
,P,24,23,1

Round 88
,G,9,12,34
,C,1,9,18
,P,16,0,1

Round 89
,G,1,1,45
,C,2,2,2
,P,44,1,2

Round 90
,G,1,14,36
,C,0,1,14
,P,21,13,0

Round 91
,G,2,5,41
,C,1,4,1
,P,36,8,2

Round 92
,G,3,13,36
,C,3,7,9
,P,20,5,4

Round 93
,G,3,8,38
,C,0,1,2
,P,42,6,0

Round 94
,G,3,8,36
,C,1,3,2
,P,37,8,2

Round 95
,G,1,2,45
,C,1,2,2
,P,43,2,2

Round 96
,G,3,4,42
,C,0,1,2
,P,40,7,1

Round 97
,G,2,4,43
,C,0,1,2
,P,44,4,0

Round 98
,G,4,8,37
,C,2,3,2
,P,35,6,3

Round 99
,G,1,11,41
,C,0,8,2
,P,34,2,1

Round 100
,G,2,2,46
,C,1,2,0
,P,42,4,1

Round 101
,G,1,2,5
,C,2,46,33
,P,4,6,1

Round 102
,G,1,2,45
,C,0,3,1
,P,29,19,0

Round 103
,G,0,1,27
,C,0,27,14
,P,15,14,2

Round 104
,G,1,1,46
,C,0,3,1
,P,33,15,0

Round 105
,G,0,1,44
,C,1,4,3
,P,44,2,1

Round 106
,G,1,4,28
,C,0,16,11
,P,26,10,4

Round 107
,G,3,5,32
,C,1,10,5
,P,27,13,4

Round 108
,G,1,2,41
,C,0,4,4
,P,40,6,2

Round 109
,G,0,2,44
,C,0,3,3
,P,42,4,2

Round 110
,G,0,1,47
,C,0,2,2
,P,22,26,0

Round 111
,G,2,3,42
,C,0,2,2
,P,6,42,1

Round 112
,G,2,3,43
,C,0,2,2
,P,40,8,0

Round 113
,G,0,3,46
,C,0,3,1
,P,2,43,2

Round 114
,G,0,1,44
,C,2,2,5
,P,37,8,1

Round 115
,G,1,2,46
,C,0,3,1
,P,4,43,0

Round 116
,G,1,2,47
,C,0,2,0
,P,8,39,1

Round 117
,G,3,7,34
,C,0,6,5
,P,28,12,5

Round 118
,G,0,1,46
,C,0,8,3
,P,4,38,0

Round 119
,G,0,1,46
,C,0,11,3
,P,28,10,1

Round 120
,G,1,3,46
,C,0,1,0
,P,27,21,1

Round 121
,G,1,0,47
,C,0,2,1
,P,4,43,2

Round 122
,G,0,0,50
,C,0,2,0
,P,2,45,1

Round 123
,G,1,3,44
,C,0,2,1
,P,4,43,2

Round 124
,G,2,6,40
,C,0,3,1
,P,9,37,2

Round 125
,G,1,4,45
,C,0,1,0
,P,4,43,2

Round 126
,G,1,2,44
,C,0,2,1
,P,4,44,2

Round 127
,G,0,2,48
,C,0,1,0
,P,0,47,2

Round 128
,G,1,1,48
,C,0,1,0
,P,4,45,0

Round 129
,G,1,1,48
,C,0,2,0
,P,4,44,0

Round 130
,G,1,2,47
,C,0,1,1
,P,0,48,0

Round 131
,G,1,3,46
,C,0,39,2
,P,4,5,0

Round 132
,G,1,5,44
,C,0,34,3
,P,3,10,0

Round 133
,G,3,7,40
,C,1,26,3
,P,7,12,1

Round 134
,G,1,15,27
,C,0,10,18
,P,17,9,3

Round 135
,G,0,14,31
,C,3,9,12
,P,9,16,6

Round 136
,G,2,13,30
,C,0,10,13
,P,13,16,3

Round 137
,G,2,14,30
,C,0,8,13
,P,14,19,0

Round 138
,G,0,15,32
,C,0,8,15
,P,9,21,0

Round 139
,G,3,13,27
,C,1,10,16
,P,13,15,2

Round 140
,G,2,4,44
,C,0,3,2
,P,5,40,0

Round 141
,G,2,13,24
,C,4,3,10
,P,15,21,8

Round 142
,G,0,15,28
,C,0,7,8
,P,8,28,6

Round 143
,G,0,12,32
,C,0,11,12
,P,20,13,0

Round 144
,G,1,11,30
,C,1,12,10
,P,18,14,3

Round 145
,G,0,13,30
,C,0,12,12
,P,21,11,1

Round 146
,G,3,12,27
,C,1,12,10
,P,18,15,2

Round 147
,G,2,14,26
,C,6,2,11
,P,15,22,2

Round 148
,G,1,15,27
,C,10,2,12
,P,16,16,1

Round 149
,G,1,13,28
,C,9,4,12
,P,14,16,3

Round 150
,G,1,13,25
,C,7,4,12
,P,12,21,5

Round 151
,G,1,11,32
,C,1,10,10
,P,20,14,1

Round 152
,G,2,12,30
,C,1,11,12
,P,16,16,0

Round 153
,G,2,12,31
,C,0,9,14
,P,19,13,0

Round 154
,G,2,12,30
,C,2,10,11
,P,18,15,0

Round 155
,G,0,12,33
,C,0,11,10
,P,20,13,1

Round 156
,G,0,16,28
,C,12,1,13
,P,15,13,2

Round 157
,G,2,13,29
,C,9,5,13
,P,14,14,1

Round 158
,G,3,22,29
,C,0,3,11
,P,3,27,2

Round 159
,G,0,28,28
,C,0,4,14
,P,0,25,1

Round 160
,G,0,23,29
,C,3,2,11
,P,8,23,1

Round 161
,G,6,13,23
,C,2,6,8
,P,14,22,6

Round 162
,G,2,11,30
,C,1,5,6
,P,25,17,3

Round 163
,G,0,2,48
,C,0,2,1
,P,46,1,0

Round 164
,G,2,8,34
,C,5,3,8
,P,31,8,1

Round 165
,G,1,3,41
,C,2,1,4
,P,40,6,2

Round 166
,G,0,1,48
,C,0,1,1
,P,49,0,0

Round 167
,G,3,17,20
,C,2,16,18
,P,3,20,1

Round 168
,G,0,8,38
,C,1,6,6
,P,34,7,0

Round 169
,G,0,4,40
,C,1,6,5
,P,34,7,3

Round 170
,G,0,15,26
,C,0,7,14
,P,21,16,1

Round 171
,G,0,1,47
,C,1,2,3
,P,45,1,0

Round 172
,G,2,6,37
,C,3,1,5
,P,37,6,3

Round 173
,G,2,6,39
,C,3,1,4
,P,38,7,0

Round 174
,G,2,3,40
,C,3,3,4
,P,39,4,2

Round 175
,G,0,1,49
,C,1,1,1
,P,47,0,0

Round 176
,G,3,9,33
,C,1,8,7
,P,25,13,1

Round 177
,G,3,8,37
,C,3,2,4
,P,34,8,1

Round 178
,G,3,6,38
,C,3,4,3
,P,36,4,3

Round 179
,G,0,21,20
,C,0,11,20
,P,0,27,1

Round 180
,G,2,15,27
,C,2,9,13
,P,15,17,0

Round 181
,G,1,4,43
,C,3,3,0
,P,41,2,3

Round 182
,G,2,1,47
,C,2,0,1
,P,46,1,0

Round 183
,G,1,3,45
,C,1,0,2
,P,46,2,0

Round 184
,G,2,2,46
,C,1,0,1
,P,47,1,0

Round 185
,G,2,6,40
,C,0,5,0
,P,42,5,0

Round 186
,G,1,1,48
,C,1,0,1
,P,47,1,0

Round 187
,G,3,2,44
,C,0,2,0
,P,47,2,0

Round 188
,G,1,3,45
,C,3,3,0
,P,42,0,3

Round 189
,G,2,2,45
,C,1,2,0
,P,46,1,1

Round 190
,G,2,3,42
,C,1,3,2
,P,44,3,0

Round 191
,G,1,3,41
,C,1,10,1
,P,39,2,2

Round 192
,G,2,2,44
,C,0,4,1
,P,44,2,1

Round 193
,G,1,11,31
,C,0,14,9
,P,21,13,0

Round 194
,G,1,3,44
,C,0,4,1
,P,45,1,1

Round 195
,G,3,14,23
,C,0,16,14
,P,13,15,2

Round 196
,G,1,5,43
,C,0,3,1
,P,45,2,0

Round 197
,G,3,6,38
,C,1,5,1
,P,43,2,1

Round 198
,G,0,2,45
,C,0,5,1
,P,46,0,1

Round 199
,G,0,2,43
,C,0,10,0
,P,42,1,2

Round 200
,G,1,9,37
,C,0,6,3
,P,32,8,4

Round 201
,G,0,5,45
,C,0,1,1
,P,42,5,1

Round 202
,G,2,2,45
,C,0,0,1
,P,48,1,1

Round 203
,G,2,2,46
,C,0,1,0
,P,49,0,0

Round 204
,G,2,2,45
,C,0,2,0
,P,47,1,1

Round 205
,G,2,3,43
,C,0,3,2
,P,42,3,2

Round 206
,G,0,1,48
,C,0,0,1
,P,49,1,0

Round 207
,G,1,4,44
,C,0,1,1
,P,46,2,1

Round 208
,G,0,5,44
,C,1,1,1
,P,44,4,0

Round 209
,G,0,3,46
,C,0,0,2
,P,47,2,0

Round 210
,G,1,2,46
,C,0,0,2
,P,47,2,0

Round 211
,G,1,4,41
,C,0,2,4
,P,42,5,1

Round 212
,G,0,3,46
,C,0,0,2
,P,47,2,0

Round 213
,G,2,7,35
,C,0,10,3
,P,36,4,3

Round 214
,G,1,8,35
,C,0,8,7
,P,33,5,3

Round 215
,G,1,3,45
,C,0,1,1
,P,47,2,0

Round 216
,G,1,5,41
,C,0,1,4
,P,43,5,0

Round 217
,G,2,5,40
,C,0,5,3
,P,40,3,2

Round 218
,G,2,3,41
,C,0,2,5
,P,43,4,0

Round 219
,G,2,7,33
,C,0,5,8
,P,35,7,3

Round 220
,G,0,11,36
,C,0,0,4
,P,34,13,2

Round 221
,G,1,4,43
,C,0,0,3
,P,45,4,0

Round 222
,G,0,5,44
,C,0,1,1
,P,47,2,0

Round 223
,G,0,5,43
,C,0,3,1
,P,42,5,1

Round 224
,G,1,2,46
,C,0,0,2
,P,46,3,0

Round 225
,G,1,4,43
,C,0,2,3
,P,42,4,1

Round 226
,G,1,2,46
,C,0,1,1
,P,47,2,0

Round 227
,G,3,12,35
,C,1,3,2
,P,33,10,1

Round 228
,G,0,8,38
,C,0,1,7
,P,31,14,1

Round 229
,G,0,2,47
,C,1,1,0
,P,47,2,0

Round 230
,G,1,6,40
,C,0,4,4
,P,39,4,2

Round 231
,G,2,12,26
,C,0,6,14
,P,24,15,1

Round 232
,G,2,7,34
,C,0,12,3
,P,27,7,8

Round 233
,G,0,25,14
,C,0,10,16
,P,12,21,2

Round 234
,G,1,16,26
,C,2,12,2
,P,27,14,0

Round 235
,G,1,18,21
,C,0,18,2
,P,7,19,14

Round 236
,G,1,15,25
,C,0,16,1
,P,11,16,15

Round 237
,G,1,6,39
,C,1,8,1
,P,35,6,3

Round 238
,G,0,12,31
,C,1,10,2
,P,22,12,10

Round 239
,G,0,16,25
,C,2,11,4
,P,26,15,1

Round 240
,G,2,2,46
,C,2,0,0
,P,47,1,0

Round 241
,G,0,1,48
,C,1,0,0
,P,49,1,0

Round 242
,G,1,1,47
,C,1,0,1
,P,47,2,0

Round 243
,G,1,4,42
,C,1,2,2
,P,42,5,1

Round 244
,G,1,3,44
,C,1,2,0
,P,45,3,1

Round 245
,G,2,3,43
,C,1,4,1
,P,42,2,2

Round 246
,G,0,1,48
,C,1,2,0
,P,46,1,1

Round 247
,G,1,6,41
,C,1,2,2
,P,42,4,1

Round 248
,G,1,2,45
,C,1,3,0
,P,45,2,1

Round 249
,G,0,3,45
,C,2,2,0
,P,45,2,1

Round 250
,G,4,6,31
,C,1,4,8
,P,33,9,4

Round 251
,G,0,9,35
,C,0,2,9
,P,35,9,1

Round 252
,G,1,2,45
,C,1,0,2
,P,46,3,0

Round 253
,G,2,4,42
,C,1,0,3
,P,44,4,0

Round 254
,G,0,6,39
,C,0,7,3
,P,39,4,2

Round 255
,G,1,2,42
,C,1,6,2
,P,41,3,2

Round 256
,G,1,3,43
,C,3,0,2
,P,44,4,0

Round 257
,G,1,3,43
,C,1,2,2
,P,43,4,1

Round 258
,G,0,12,34
,C,2,1,6
,P,37,7,1

Round 259
,G,1,18,19
,C,3,1,18
,P,18,21,1

Round 260
,G,0,6,41
,C,2,5,1
,P,38,4,3

Round 261
,G,1,6,41
,C,1,1,2
,P,42,6,0

Round 262
,G,1,3,44
,C,1,1,1
,P,45,4,0

Round 263
,G,5,7,33
,C,2,0,7
,P,34,12,0

Round 264
,G,0,3,45
,C,2,2,0
,P,43,4,1

Round 265
,G,0,5,42
,C,4,0,1
,P,42,6,0

Round 266
,G,0,3,45
,C,2,2,1
,P,43,3,1

Round 267
,G,1,0,48
,C,1,0,0
,P,49,1,0

Round 268
,G,1,2,45
,C,2,0,1
,P,45,4,0

Round 269
,G,1,1,46
,C,2,2,0
,P,45,2,1

Round 270
,G,1,2,45
,C,1,0,2
,P,46,3,0

Round 271
,G,1,6,40
,C,1,5,2
,P,41,2,2

Round 272
,G,0,3,45
,C,1,0,2
,P,46,3,0

Round 273
,G,1,5,37
,C,1,3,8
,P,37,8,0

Round 274
,G,3,3,40
,C,2,1,5
,P,40,5,1

Round 275
,G,0,0,49
,C,1,0,0
,P,49,1,0

Round 276
,G,1,1,43
,C,2,6,1
,P,41,3,2

Round 277
,G,1,4,39
,C,2,6,3
,P,38,5,2

Round 278
,G,0,1,47
,C,0,3,1
,P,46,1,1

Round 279
,G,1,3,44
,C,1,0,2
,P,46,3,0

Round 280
,G,0,5,43
,C,5,0,0
,P,43,2,2

Round 281
,G,2,2,44
,C,3,0,0
,P,46,3,0

Round 282
,G,1,2,46
,C,2,0,1
,P,45,3,0

Round 283
,G,0,0,49
,C,1,0,0
,P,49,1,0

Round 284
,G,2,1,46
,C,1,2,0
,P,46,1,1

Round 285
,G,3,4,41
,C,2,0,1
,P,45,3,1

Round 286
,G,1,3,44
,C,1,4,1
,P,42,2,2

Round 287
,G,0,5,42
,C,1,6,1
,P,39,4,2

Round 288
,G,2,3,43
,C,1,2,2
,P,43,3,1

Round 289
,G,0,1,48
,C,1,2,0
,P,46,1,1

Round 290
,G,1,2,42
,C,1,0,6
,P,41,5,2

Round 291
,G,3,2,41
,C,1,3,3
,P,41,4,2

Round 292
,G,1,1,47
,C,1,1,0
,P,47,1,1

Round 293
,G,0,3,46
,C,0,1,2
,P,47,1,0

Round 294
,G,1,1,46
,C,2,0,1
,P,46,3,0

Round 295
,G,1,3,44
,C,2,0,2
,P,44,4,0

Round 296
,G,1,2,45
,C,1,0,2
,P,46,3,0

Round 297
,G,0,4,43
,C,1,2,3
,P,43,3,1

Round 298
,G,0,0,48
,C,1,2,1
,P,46,1,1

Round 299
,G,0,4,42
,C,1,3,3
,P,42,4,1

Round 300
,G,2,3,44
,C,0,0,3
,P,48,0,0

Round 301
,G,3,2,40
,C,3,5,2
,P,38,4,3

Round 302
,G,0,1,47
,C,2,2,0
,P,45,2,1

Round 303
,G,0,1,48
,C,1,2,0
,P,46,1,1

Round 304
,G,1,2,47
,C,2,0,0
,P,47,1,0

Round 305
,G,0,1,47
,C,2,0,1
,P,46,3,0

Round 306
,G,1,1,46
,C,2,2,0
,P,45,2,1

Round 307
,G,2,3,43
,C,1,6,0
,P,41,1,3

Round 308
,G,0,3,46
,C,2,3,0
,P,43,2,1

Round 309
,G,2,1,46
,C,1,2,0
,P,46,1,1

Round 310
,G,3,4,37
,C,2,0,6
,P,40,6,2

Round 311
,G,0,1,48
,C,1,1,0
,P,49,0,0

Round 312
,G,0,5,42
,C,1,2,3
,P,42,4,1

Round 313
,G,2,3,37
,C,3,5,6
,P,38,5,1

Round 314
,G,1,6,38
,C,1,4,6
,P,40,2,2

Round 315
,G,2,0,41
,C,3,4,4
,P,41,3,2

Round 316
,G,0,5,42
,C,3,1,2
,P,43,4,0

Round 317
,G,0,2,43
,C,1,5,3
,P,42,2,2

Round 318
,G,2,1,41
,C,4,2,4
,P,40,5,1

Round 319
,G,1,5,36
,C,1,7,8
,P,37,3,2

Round 320
,G,0,2,47
,C,3,2,0
,P,43,2,1

Round 321
,G,0,0,49
,C,1,0,0
,P,49,1,0

Round 322
,G,1,4,42
,C,2,3,2
,P,41,3,2

Round 323
,G,2,2,44
,C,2,3,0
,P,42,3,2

Round 324
,G,1,0,48
,C,2,0,0
,P,47,2,0

Round 325
,G,1,4,44
,C,2,2,2
,P,42,2,1

Round 326
,G,0,2,46
,C,2,3,0
,P,44,1,2

Round 327
,G,1,1,44
,C,1,5,2
,P,41,2,3

Round 328
,G,2,2,43
,C,0,1,4
,P,43,4,1

Round 329
,G,1,1,47
,C,1,0,1
,P,47,2,0

Round 330
,G,0,1,45
,C,1,3,3
,P,43,3,1

Round 331
,G,2,2,40
,C,1,6,5
,P,40,2,2

Round 332
,G,2,3,36
,C,3,10,5
,P,34,4,3

Round 333
,G,2,7,33
,C,2,4,10
,P,32,9,1

Round 334
,G,1,24,10
,C,1,5,24
,P,9,26,0

Round 335
,G,1,1,47
,C,1,0,1
,P,47,2,0

Round 336
,G,0,0,49
,C,2,1,0
,P,47,1,0

Round 337
,G,1,4,40
,C,2,3,5
,P,41,4,0

Round 338
,G,0,5,39
,C,2,5,4
,P,38,5,2

Round 339
,G,2,2,41
,C,2,2,5
,P,41,5,0

Round 340
,G,0,2,48
,C,2,1,0
,P,47,0,0

Round 341
,G,2,1,46
,C,1,1,0
,P,46,2,1

Round 342
,G,0,2,47
,C,1,2,0
,P,46,1,1

Round 343
,G,1,3,46
,C,1,1,0
,P,47,1,0

Round 344
,G,0,4,45
,C,2,2,0
,P,45,1,1

Round 345
,G,1,5,41
,C,1,5,2
,P,37,5,3

Round 346
,G,0,1,47
,C,2,3,0
,P,45,1,1

Round 347
,G,3,2,41
,C,3,4,2
,P,39,4,2

Round 348
,G,0,0,48
,C,2,1,0
,P,45,4,0

Round 349
,G,1,4,43
,C,1,3,2
,P,42,3,1

Round 350
,G,2,3,31
,C,1,4,10
,P,33,9,7

Round 351
,G,0,0,49
,C,2,1,0
,P,47,1,0

Round 352
,G,1,2,37
,C,3,6,7
,P,36,5,3

Round 353
,G,0,2,43
,C,2,5,3
,P,42,2,1

Round 354
,G,2,3,40
,C,2,5,3
,P,43,1,1

Round 355
,G,1,0,42
,C,3,8,2
,P,41,1,2

Round 356
,G,0,2,42
,C,3,0,6
,P,40,7,0

Round 357
,G,1,1,40
,C,3,7,4
,P,40,2,2

Round 358
,G,2,1,38
,C,5,2,7
,P,39,6,0

Round 359
,G,2,4,38
,C,3,3,7
,P,39,4,0

Round 360
,G,0,0,48
,C,2,1,0
,P,46,2,1

Round 361
,G,0,2,45
,C,1,1,3
,P,44,4,0

Round 362
,G,1,7,36
,C,2,7,6
,P,33,6,2

Round 363
,G,0,3,43
,C,1,4,2
,P,42,4,1

Round 364
,G,1,0,46
,C,2,3,0
,P,44,2,2

Round 365
,G,0,4,39
,C,4,3,6
,P,33,11,0

Round 366
,G,0,4,46
,C,1,3,0
,P,46,0,0

Round 367
,G,3,1,43
,C,2,4,1
,P,42,2,2

Round 368
,G,1,3,43
,C,2,3,3
,P,41,3,1

Round 369
,G,0,1,45
,C,2,8,0
,P,41,1,2

Round 370
,G,0,2,45
,C,3,0,2
,P,43,5,0

Round 371
,G,0,1,41
,C,12,2,2
,P,26,15,1

Round 372
,G,1,1,40
,C,12,0,3
,P,27,16,0

Round 373
,G,1,0,38
,C,13,2,3
,P,24,16,3

Round 374
,G,2,3,34
,C,12,1,4
,P,25,15,4

Round 375
,G,0,1,39
,C,5,2,13
,P,20,20,0

Round 376
,G,0,0,35
,C,11,3,5
,P,24,17,5

Round 377
,G,1,1,38
,C,10,0,7
,P,25,17,1

Round 378
,G,0,1,41
,C,15,0,0
,P,28,15,0

Round 379
,G,0,2,40
,C,4,1,7
,P,34,9,3

Round 380
,G,1,2,46
,C,3,0,0
,P,46,2,0

Round 381
,G,0,0,47
,C,3,3,0
,P,43,2,2

Round 382
,G,1,1,47
,C,2,1,1
,P,47,0,0

Round 383
,G,2,4,42
,C,3,1,2
,P,45,1,0

Round 384
,G,3,2,43
,C,3,1,0
,P,46,0,2

Round 385
,G,1,0,48
,C,1,0,0
,P,49,1,0

Round 386
,G,0,1,47
,C,3,0,0
,P,46,3,0

Round 387
,G,0,1,46
,C,2,2,2
,P,45,2,0

Round 388
,G,1,3,42
,C,6,4,1
,P,39,1,3

Round 389
,G,2,4,41
,C,5,1,2
,P,42,1,2

Round 390
,G,1,2,41
,C,8,0,3
,P,35,8,2

Round 391
,G,0,0,47
,C,4,1,0
,P,43,4,1

Round 392
,G,0,2,41
,C,15,0,0
,P,28,14,0

Round 393
,G,0,0,42
,C,15,0,0
,P,28,15,0

Round 394
,G,0,2,38
,C,18,0,1
,P,21,20,0

Round 395
,G,1,1,37
,C,17,6,0
,P,19,18,1

Round 396
,G,0,0,40
,C,20,0,0
,P,20,20,0

Round 397
,G,0,3,37
,C,18,0,1
,P,21,20,0

Round 398
,G,3,0,37
,C,19,0,1
,P,20,20,0

Round 399
,G,1,1,40
,C,14,0,1
,P,28,14,1

Round 400
,G,0,4,46
,C,4,0,0
,P,44,2,0

Round 401
,G,1,3,44
,C,5,0,0
,P,43,3,1

Round 402
,G,0,3,40
,C,14,0,1
,P,28,14,0

Round 403
,G,1,0,48
,C,2,0,0
,P,47,2,0

Round 404
,G,1,0,47
,C,3,0,0
,P,46,3,0

Round 405
,G,4,0,42
,C,5,0,1
,P,41,6,1

Round 406
,G,1,0,48
,C,2,0,0
,P,47,2,0

Round 407
,G,0,1,46
,C,5,0,0
,P,43,4,1

Round 408
,G,3,3,41
,C,8,2,0
,P,36,6,1

Round 409
,G,0,3,46
,C,3,0,0
,P,46,1,1

Round 410
,G,2,3,33
,C,13,4,3
,P,24,13,5

Round 411
,G,2,1,35
,C,18,3,2
,P,19,19,1

Round 412
,G,1,1,37
,C,18,5,0
,P,19,17,2

Round 413
,G,2,0,38
,C,18,2,1
,P,20,19,0

Round 414
,G,0,2,36
,C,17,5,4
,P,19,16,1

Round 415
,G,0,0,39
,C,21,0,0
,P,19,20,1

Round 416
,G,0,0,40
,C,20,1,0
,P,20,19,0

Round 417
,G,0,0,40
,C,20,1,0
,P,20,19,0

Round 418
,G,0,1,39
,C,19,1,1
,P,20,19,0

Round 419
,G,0,1,38
,C,18,4,0
,P,21,17,1

Round 420
,G,0,0,40
,C,18,2,0
,P,21,19,0

Round 421
,G,0,0,39
,C,18,3,0
,P,19,20,1

Round 422
,G,1,2,42
,C,6,2,2
,P,37,5,3

Round 423
,G,1,2,44
,C,4,1,0
,P,43,3,2

Round 424
,G,0,6,42
