Round,a\b,G,C,P
Round 173
,G,0,2,46
,C,2,0,3
,P,46,1,0

Round 174
,G,0,1,48
,C,0,1,1
,P,49,0,0

Round 175
,G,1,1,47
,C,3,1,0
,P,45,1,1

Round 176
,G,2,3,45
,C,3,1,3
,P,40,3,0

Round 177
,G,0,20,19
,C,0,19,21
,P,0,21,0

Round 178
,G,2,19,20
,C,2,18,20
,P,0,19,0

Round 179
,G,1,2,45
,C,0,1,1
,P,47,2,1

Round 180
,G,0,20,20
,C,0,20,20
,P,0,20,0

Round 181
,G,1,15,25
,C,2,13,15
,P,14,13,2

Round 182
,G,1,2,45
,C,3,1,1
,P,45,1,1

Round 183
,G,1,1,47
,C,3,1,0
,P,45,1,1

Round 184
,G,1,1,47
,C,4,1,0
,P,44,1,1

Round 185
,G,1,1,47
,C,0,1,0
,P,48,1,1

Round 186
,G,1,3,41
,C,3,2,3
,P,43,2,2

Round 187
,G,2,2,46
,C,2,1,2
,P,45,0,0

Round 188
,G,4,3,41
,C,3,1,3
,P,39,4,2

Round 189
,G,2,3,43
,C,0,2,1
,P,45,2,2

Round 190
,G,0,1,47
,C,3,1,2
,P,46,0,0

Round 191
,G,0,2,41
,C,1,2,5
,P,45,2,2

Round 192
,G,0,4,43
,C,2,2,3
,P,43,2,1

Round 193
,G,0,1,45
,C,2,2,3
,P,46,1,0

Round 194
,G,0,16,26
,C,0,15,16
,P,13,14,0

Round 195
,G,1,9,33
,C,0,11,10
,P,29,6,1

Round 196
,G,2,13,31
,C,1,6,10
,P,28,7,2

Round 197
,G,0,20,19
,C,0,16,17
,P,7,17,4

Round 198
,G,0,1,45
,C,0,3,2
,P,47,1,1

Round 199
,G,0,17,23
,C,0,13,15
,P,13,16,3

Round 200
,G,0,5,42
,C,1,4,3
,P,43,1,1

Round 201
,G,2,14,33
,C,0,6,4
,P,24,17,0

Round 202
,G,1,3,45
,C,1,1,2
,P,45,2,0

Round 203
,G,1,4,44
,C,1,3,0
,P,42,2,3

Round 204
,G,0,5,41
,C,2,0,5
,P,42,4,1

Round 205
,G,0,2,47
,C,3,0,2
,P,45,1,0

Round 206
,G,0,3,44
,C,2,0,3
,P,45,2,1

Round 207
,G,0,2,47
,C,1,0,2
,P,47,1,0

Round 208
,G,0,4,46
,C,1,1,1
,P,45,2,0

Round 209
,G,0,4,43
,C,1,3,1
,P,42,3,3

Round 210
,G,1,2,44
,C,1,1,3
,P,44,3,1

Round 211
,G,1,3,42
,C,0,0,5
,P,45,3,1

Round 212
,G,1,3,45
,C,0,1,2
,P,46,2,0

Round 213
,G,3,4,42
,C,0,3,4
,P,42,2,0

Round 214
,G,0,4,43
,C,1,1,5
,P,44,2,0

Round 215
,G,1,3,43
,C,0,1,4
,P,45,3,0

Round 216
,G,1,2,46
,C,0,1,2
,P,46,2,0

Round 217
,G,0,8,39
,C,2,5,2
,P,33,6,5

Round 218
,G,1,3,43
,C,2,3,2
,P,41,4,1

Round 219
,G,1,3,36
,C,1,6,7
,P,39,4,3

Round 220
,G,1,21,19
,C,0,8,12
,P,3,29,7

Round 221
,G,1,5,41
,C,3,2,2
,P,40,5,1

Round 222
,G,1,2,46
,C,2,2,1
,P,44,1,1

Round 223
,G,0,2,45
,C,0,0,3
,P,47,2,1

Round 224
,G,1,5,42
,C,0,3,1
,P,40,5,3

Round 225
,G,0,1,48
,C,0,0,1
,P,49,1,0

Round 226
,G,0,8,37
,C,1,2,5
,P,37,6,4

Round 227
,G,4,5,41
,C,2,7,3
,P,37,1,0

Round 228
,G,1,4,40
,C,1,2,5
,P,42,3,2

Round 229
,G,0,1,48
,C,1,0,1
,P,48,1,0

Round 230
,G,2,2,44
,C,1,3,2
,P,43,2,1

Round 231
,G,2,4,42
,C,0,3,3
,P,42,2,2

Round 232
,G,0,14,27
,C,0,3,15
,P,25,15,1

Round 233
,G,0,5,43
,C,0,2,4
,P,44,2,0

Round 234
,G,1,7,39
,C,2,6,4
,P,35,5,1

Round 235
,G,1,16,25
,C,0,14,5
,P,24,14,1

Round 236
,G,1,10,33
,C,0,11,4
,P,25,10,6

Round 237
,G,0,1,44
,C,3,3,2
,P,43,2,2

Round 238
,G,0,23,16
,C,0,9,14
,P,4,28,6

Round 239
,G,1,5,41
,C,2,2,5
,P,41,2,1

Round 240
,G,3,14,28
,C,1,15,2
,P,24,12,1

Round 241
,G,0,6,41
,C,6,0,5
,P,39,3,0

Round 242
,G,1,6,41
,C,6,0,4
,P,38,4,0

Round 243
,G,3,4,38
,C,1,2,5
,P,39,6,2

Round 244
,G,0,2,44
,C,3,0,3
,P,45,2,1

Round 245
,G,1,3,43
,C,1,2,2
,P,45,2,1

Round 246
,G,0,1,47
,C,2,0,1
,P,47,2,0

Round 247
,G,0,0,49
,C,3,0,0
,P,47,1,0

Round 248
,G,0,3,41
,C,3,0,4
,P,44,3,2

Round 249
,G,2,4,44
,C,2,4,1
,P,42,1,0

Round 250
,G,0,4,41
,C,0,1,6
,P,45,3,0

Round 251
,G,0,2,46
,C,1,0,3
,P,46,2,0

Round 252
,G,0,2,42
,C,2,0,4
,P,45,3,2

Round 253
,G,0,3,40
,C,1,0,6
,P,44,4,2

Round 254
,G,1,5,41
,C,1,2,4
,P,42,4,0

Round 255
,G,0,4,41
,C,3,0,5
,P,42,4,1

Round 256
,G,0,2,42
,C,2,0,4
,P,45,3,2

Round 257
,G,0,2,42
,C,1,0,4
,P,46,3,2

Round 258
,G,0,4,37
,C,2,0,8
,P,42,5,2

Round 259
,G,1,4,41
,C,2,4,2
,P,42,3,1

Round 260
,G,0,1,48
,C,2,0,1
,P,47,1,0

Round 261
,G,1,3,41
,C,5,2,2
,P,41,3,2

Round 262
,G,2,4,44
,C,5,0,1
,P,43,1,0

Round 263
,G,1,2,44
,C,3,1,1
,P,45,2,1

Round 264
,G,2,4,39
,C,2,1,3
,P,38,8,3

Round 265
,G,1,2,44
,C,2,0,2
,P,46,2,1

Round 266
,G,0,2,44
,C,2,0,2
,P,45,3,2

Round 267
,G,1,3,44
,C,3,0,2
,P,45,2,0

Round 268
,G,0,0,49
,C,1,0,0
,P,49,1,0

Round 269
,G,0,1,46
,C,1,0,2
,P,47,2,1

Round 270
,G,0,0,49
,C,2,0,0
,P,48,1,0

Round 271
,G,0,1,48
,C,3,1,0
,P,47,0,0

Round 272
,G,2,7,34
,C,3,2,9
,P,33,8,2

Round 273
,G,1,2,42
,C,2,2,5
,P,40,4,2

Round 274
,G,5,14,13
,C,1,9,22
,P,14,18,4

Round 275
,G,1,1,45
,C,3,0,3
,P,44,3,0

Round 276
,G,0,1,47
,C,2,0,2
,P,46,2,0

Round 277
,G,0,2,43
,C,1,1,4
,P,44,4,1

Round 278
,G,0,2,45
,C,1,0,2
,P,46,3,1

Round 279
,G,1,0,47
,C,4,0,1
,P,45,2,0

Round 280
,G,2,3,46
,C,4,1,2
,P,41,1,0

Round 281
,G,0,0,49
,C,1,0,0
,P,49,1,0

Round 282
,G,3,3,43
,C,8,1,2
,P,36,4,0

Round 283
,G,1,1,46
,C,4,0,1
,P,45,2,0

Round 284
,G,0,0,49
,C,1,0,0
,P,49,1,0

Round 285
,G,2,4,41
,C,1,7,1
,P,40,2,2

Round 286
,G,0,1,43
,C,3,1,3
,P,44,4,1

Round 287
,G,0,0,49
,C,1,0,0
,P,49,1,0

Round 288
,G,1,3,42
,C,1,5,2
,P,39,5,2

Round 289
,G,3,3,43
,C,1,7,0
,P,40,2,1

Round 290
,G,2,2,44
,C,1,2,2
,P,44,3,0

Round 291
,G,1,1,47
,C,1,0,2
,P,46,2,0

Round 292
,G,0,0,49
,C,2,0,0
,P,48,1,0

Round 293
,G,1,2,43
,C,1,4,4
,P,42,2,1

Round 294
,G,0,4,31
,C,3,6,15
,P,31,7,3

Round 295
,G,0,0,49
,C,1,0,0
,P,49,1,0

Round 296
,G,1,0,46
,C,2,1,1
,P,45,3,1

Round 297
,G,1,1,45
,C,3,2,0
,P,43,3,2

Round 298
,G,0,0,49
,C,2,0,0
,P,48,1,0

Round 299
,G,3,2,43
,C,8,2,2
,P,36,3,1

Round 300
,G,2,7,38
,C,4,3,6
,P,37,2,1

Round 301
,G,0,0,49
,C,3,0,0
,P,47,1,0

Round 302
,G,1,1,45
,C,6,0,1
,P,43,2,1

Round 303
,G,2,0,47
,C,5,0,1
,P,43,2,0

Round 304
,G,1,1,44
,C,3,0,1
,P,46,2,2

Round 305
,G,3,2,42
,C,3,1,3
,P,40,5,1

Round 306
,G,2,3,34
,C,7,3,5
,P,36,6,4

Round 307
,G,0,0,48
,C,1,0,1
,P,48,2,0

Round 308
,G,1,1,44
,C,5,0,2
,P,43,3,1

Round 309
,G,1,1,45
,C,2,0,2
,P,46,3,0

Round 310
,G,2,0,44
,C,3,1,1
,P,45,3,1

Round 311
,G,2,0,37
,C,4,4,8
,P,37,5,3

Round 312
,G,0,0,46
,C,4,0,2
,P,45,3,0

Round 313
,G,1,17,20
,C,3,4,20
,P,18,16,1

Round 314
,G,0,1,44
,C,3,2,3
,P,43,3,1

Round 315
,G,0,1,45
,C,1,3,0
,P,46,2,2

Round 316
,G,0,1,42
,C,6,1,4
,P,42,4,0

Round 317
,G,1,1,43
,C,1,4,3
,P,42,3,2

Round 318
,G,0,0,48
,C,1,1,1
,P,47,2,0

Round 319
,G,1,1,46
,C,4,2,1
,P,42,2,1

Round 320
,G,0,1,48
,C,3,1,1
,P,46,0,0

Round 321
,G,1,1,48
,C,3,0,0
,P,46,1,0

Round 322
,G,0,0,44
,C,4,1,2
,P,44,3,2

Round 323
,G,1,5,39
,C,3,0,5
,P,38,8,1

Round 324
,G,1,0,45
,C,5,0,3
,P,42,4,0

Round 325
,G,0,0,46
,C,3,0,0
,P,46,3,2

Round 326
,G,1,0,48
,C,2,0,1
,P,46,2,0

Round 327
,G,2,2,44
,C,3,1,2
,P,43,2,1

Round 328
,G,0,0,48
,C,3,0,1
,P,46,2,0

Round 329
,G,1,0,48
,C,4,0,1
,P,44,2,0

Round 330
,G,2,1,42
,C,4,0,2
,P,43,4,2

Round 331
,G,1,0,48
,C,0,3,2
,P,46,0,0

Round 332
,G,2,7,29
,C,4,7,14
,P,26,10,1

Round 333
,G,3,3,43
,C,4,1,3
,P,40,3,0

Round 334
,G,0,0,49
,C,2,1,0
,P,48,0,0

Round 335
,G,1,14,25
,C,4,3,15
,P,21,17,0

Round 336
,G,1,9,21
,C,3,6,16
,P,15,17,12

Round 337
,G,0,13,21
,C,2,11,18
,P,19,14,2

Round 338
,G,0,0,48
,C,3,0,1
,P,46,2,0

Round 339
,G,1,1,41
,C,3,7,2
,P,37,6,2

Round 340
,G,0,0,45
,C,3,4,1
,P,43,3,1

Round 341
,G,0,0,48
,C,3,0,1
,P,46,2,0

Round 342
,G,0,0,44
,C,3,2,1
,P,45,2,3

Round 343
,G,1,3,42
,C,3,0,3
,P,43,4,1

Round 344
,G,0,0,49
,C,2,0,0
,P,48,1,0

Round 345
,G,2,1,41
,C,4,0,5
,P,38,7,2

Round 346
,G,0,0,45
,C,2,2,2
,P,46,2,1

Round 347
,G,2,0,46
,C,3,0,2
,P,44,3,0

Round 348
,G,1,0,44
,C,3,0,3
,P,46,2,1

Round 349
,G,0,0,49
,C,1,0,0
,P,49,1,0

Round 350
,G,0,0,44
,C,2,0,4
,P,45,3,2

Round 351
,G,0,1,42
,C,4,2,5
,P,42,3,1

Round 352
,G,0,0,46
,C,4,2,1
,P,44,2,1

Round 353
,G,1,0,49
,C,2,1,0
,P,47,0,0

Round 354
,G,1,0,44
,C,4,3,1
,P,42,3,2

Round 355
,G,2,1,45
,C,6,3,1
,P,41,1,0

Round 356
,G,2,0,46
,C,5,0,1
,P,43,3,0

Round 357
,G,0,0,45
,C,2,2,3
,P,44,3,1

Round 358
,G,1,1,45
,C,5,1,1
,P,42,3,1

Round 359
,G,1,0,47
,C,4,2,0
,P,44,1,1

Round 360
,G,2,4,40
,C,9,2,3
,P,36,3,1

Round 361
,G,0,1,49
,C,3,0,0
,P,47,0,0

Round 362
,G,2,2,40
,C,7,0,5
,P,37,6,1

Round 363
,G,0,0,49
,C,3,0,0
,P,47,1,0

Round 364
,G,1,1,48
,C,5,0,0
,P,44,1,0

Round 365
,G,1,1,48
,C,3,0,0
,P,46,1,0

Round 366
,G,1,0,44
,C,4,2,3
,P,40,5,1

Round 367
,G,0,0,48
,C,4,0,1
,P,45,2,0

Round 368
,G,2,0,48
,C,3,1,0
,P,46,0,0

Round 369
,G,1,1,38
,C,3,12,3
,P,34,5,3

Round 370
,G,0,2,39
,C,3,2,7
,P,38,7,2

Round 371
,G,0,0,48
,C,2,0,1
,P,47,2,0

Round 372
,G,0,2,35
,C,6,0,15
,P,20,20,2

Round 373
,G,1,3,38
,C,9,2,7
,P,23,17,0

Round 374
,G,2,1,36
,C,13,1,5
,P,24,17,1

Round 375
,G,1,2,38
,C,4,0,14
,P,23,18,0

Round 376
,G,0,0,40
,C,20,1,0
,P,20,19,0

Round 377
,G,0,1,42
,C,15,1,0
,P,28,13,0

Round 378
,G,1,3,37
,C,11,4,4
,P,24,13,3

Round 379
,G,0,0,40
,C,1,0,18
,P,21,20,0

Round 380
,G,1,1,45
,C,4,1,1
,P,42,3,2

Round 381
,G,3,0,46
,C,4,1,0
,P,44,1,1

Round 382
,G,2,0,48
,C,4,1,0
,P,44,1,0

Round 383
,G,0,0,47
,C,4,3,1
,P,44,0,1

Round 384
,G,1,2,45
,C,4,2,1
,P,44,0,1

Round 385
,G,1,1,44
,C,3,0,3
,P,44,3,1

Round 386
,G,1,1,48
,C,3,0,0
,P,46,1,0

Round 387
,G,0,0,49
,C,3,1,0
,P,47,0,0

Round 388
,G,0,0,48
,C,2,1,1
,P,47,1,0

Round 389
,G,2,0,48
,C,4,1,0
,P,45,0,0

Round 390
,G,0,0,48
,C,3,0,0
,P,46,2,1

Round 391
,G,1,0,48
,C,2,0,1
,P,46,2,0

Round 392
,G,0,0,45
,C,6,0,2
,P,42,4,1

Round 393
,G,0,1,41
,C,14,0,1
,P,27,15,1

Round 394
,G,2,1,39
,C,14,1,1
,P,27,15,0

Round 395
,G,1,1,35
,C,19,3,4
,P,18,18,1

Round 396
,G,1,0,38
,C,19,2,2
,P,19,19,0

Round 397
,G,0,1,38
,C,20,0,0
,P,19,20,2

Round 398
,G,1,5,27
,C,13,4,9
,P,17,17,7

Round 399
,G,1,2,33
,C,15,3,6
,P,16,22,2

Round 400
,G,1,0,41
,C,16,0,0
,P,27,14,1

Round 401
,G,1,1,46
,C,3,0,2
,P,44,3,0

Round 402
,G,1,0,49
,C,4,0,0
,P,45,1,0

Round 403
,G,1,2,40
,C,13,1,2
,P,27,14,0

Round 404
,G,0,0,49
,C,2,0,0
,P,48,1,0

Round 405
,G,1,0,44
,C,6,0,3
,P,41,5,0

Round 406
,G,0,1,40
,C,7,1,4
,P,38,6,3

Round 407
,G,1,0,49
,C,3,0,0
,P,46,1,0

Round 408
,G,0,0,45
,C,5,1,2
,P,43,3,1

Round 409
,G,0,0,49
,C,1,0,0
,P,49,1,0

Round 410
,G,3,2,42
,C,5,0,3
,P,39,4,2

Round 411
,G,1,0,40
,C,15,2,1
,P,27,13,1

Round 412
,G,0,0,36
,C,19,3,5
,P,19,18,0

Round 413
,G,0,1,40
,C,20,2,0
,P,20,17,0

Round 414
,G,2,2,36
,C,18,4,0
,P,19,17,2

Round 415
,G,0,0,32
,C,15,6,5
,P,19,17,6

Round 416
,G,0,1,31
,C,17,1,10
,P,17,22,1

Round 417
,G,1,0,35
,C,17,6,2
,P,21,16,2

Round 418
,G,0,0,40
,C,20,1,0
,P,20,19,0

Round 419
,G,0,0,36
,C,20,1,3
,P,19,20,1

Round 420
,G,2,2,38
,C,18,5,2
,P,17,16,0

Round 421
,G,0,0,36
,C,18,1,3
,P,22,18,2

Round 422
,G,0,0,40
,C,20,0,0
,P,20,20,0

Round 423
,G,1,0,47
,C,3,0,1
,P,46,2,0

Round 424
,G,0,0,49
