Round,a\b,G,C,P
,P,0,2,0

Round 43
,G,0,1,2
,C,0,2,94
,P,0,0,1

Round 44
,G,0,2,4
,C,1,2,90
,P,0,0,1

Round 45
,G,0,1,2
,C,0,2,93
,P,0,0,2

Round 46
,G,0,1,5
,C,0,3,90
,P,0,0,1

Round 47
,G,0,2,4
,C,1,3,88
,P,0,0,2

Round 48
,G,0,1,3
,C,1,2,92
,P,0,0,1

Round 49
,G,0,1,3
,C,1,2,92
,P,0,0,1

Round 50
,G,0,1,2
,C,2,3,91
,P,0,0,1

Round 51
,G,0,2,2
,C,1,2,92
,P,0,0,1

Round 52
,G,1,4,9
,C,6,4,71
,P,2,1,2

Round 53
,G,0,2,1
,C,3,0,93
,P,0,0,1

Round 54
,G,0,2,6
,C,9,1,76
,P,1,2,3

Round 55
,G,0,1,2
,C,13,1,78
,P,0,1,4

Round 56
,G,1,4,4
,C,7,2,81
,P,0,0,1

Round 57
,G,0,1,3
,C,8,2,81
,P,2,1,2

Round 58
,G,1,3,4
,C,9,1,79
,P,1,1,1

Round 59
,G,0,1,1
,C,12,2,81
,P,0,0,3

Round 60
,G,0,2,3
,C,3,2,88
,P,1,0,1

Round 61
,G,1,4,1
,C,16,3,67
,P,5,0,3

Round 62
,G,1,8,4
,C,37,37,11
,P,0,2,0

Round 63
,G,0,8,1
,C,39,12,23
,P,12,5,0

Round 64
,G,2,8,0
,C,38,24,15
,P,11,1,1

Round 65
,G,0,9,3
,C,37,16,22
,P,8,5,0

Round 66
,G,5,13,1
,C,21,26,19
,P,4,11,0

Round 67
,G,1,14,2
,C,38,26,2
,P,10,7,0

Round 68
,G,5,10,8
,C,33,21,14
,P,8,1,0

Round 69
,G,11,8,3
,C,27,25,12
,P,12,2,0

Round 70
,G,2,12,0
,C,35,11,20
,P,13,7,0

Round 71
,G,2,12,2
,C,24,11,24
,P,21,2,2

Round 72
,G,2,8,1
,C,17,14,37
,P,5,8,8

Round 73
,G,1,8,6
,C,11,19,43
,P,6,2,4

Round 74
,G,2,9,1
,C,16,15,43
,P,5,5,4

Round 75
,G,3,7,5
,C,18,20,32
,P,6,6,3

Round 76
,G,1,5,5
,C,17,14,53
,P,1,4,0

Round 77
,G,3,4,1
,C,64,5,19
,P,2,1,1

Round 78
,G,1,4,8
,C,49,11,18
,P,2,2,5

Round 79
,G,2,10,3
,C,22,20,29
,P,5,1,8

Round 80
,G,2,4,4
,C,31,18,29
,P,4,2,6

Round 81
,G,2,1,15
,C,16,14,33
,P,9,9,1

Round 82
,G,1,8,6
,C,27,14,25
,P,7,8,4

Round 83
,G,0,12,3
,C,10,35,25
,P,3,7,5

Round 84
,G,2,6,4
,C,65,7,9
,P,3,2,2

Round 85
,G,4,8,3
,C,61,8,10
,P,1,4,1

Round 86
,G,1,6,3
,C,30,26,20
,P,5,4,5

Round 87
,G,2,10,3
,C,4,38,35
,P,3,5,0

Round 88
,G,3,10,5
,C,5,30,38
,P,3,2,4

Round 89
,G,1,7,9
,C,37,11,22
,P,4,7,2

Round 90
,G,0,4,4
,C,49,4,38
,P,1,0,0

Round 91
,G,3,14,7
,C,25,25,17
,P,2,7,0

Round 92
,G,1,12,13
,C,22,24,16
,P,1,10,1

Round 93
,G,3,16,4
,C,7,46,13
,P,0,6,5

Round 94
,G,2,12,2
,C,18,36,16
,P,2,10,2

Round 95
,G,2,7,10
,C,24,38,8
,P,1,7,3

Round 96
,G,0,6,9
,C,7,66,6
,P,1,5,0

Round 97
,G,2,15,9
,C,15,24,19
,P,5,11,0

Round 98
,G,3,14,7
,C,14,28,16
,P,4,12,2

Round 99
,G,4,15,8
,C,18,25,15
,P,3,10,2

Round 100
,G,1,13,5
,C,21,26,17
,P,0,16,1

Round 101
,G,4,20,15
,C,10,23,17
,P,3,5,3

Round 102
,G,13,20,15
,C,17,12,15
,P,0,5,3

Round 103
,G,15,13,13
,C,19,12,14
,P,2,11,1

Round 104
,G,21,20,12
,C,12,15,11
,P,2,5,2

Round 105
,G,14,20,12
,C,14,14,13
,P,3,5,5

Round 106
,G,8,17,23
,C,19,18,5
,P,5,5,0

Round 107
,G,10,13,18
,C,14,15,16
,P,3,9,2

Round 108
,G,9,17,11
,C,13,22,16
,P,2,9,1

Round 109
,G,10,15,9
,C,18,17,14
,P,3,10,4

Round 110
,G,15,14,15
,C,12,15,14
,P,4,9,2

Round 111
,G,20,10,18
,C,22,5,7
,P,3,13,2

Round 112
,G,9,6,16
,C,18,18,9
,P,5,11,8

Round 113
,G,15,9,17
,C,9,7,25
,P,5,9,4

Round 114
,G,14,8,17
,C,19,10,14
,P,7,7,4

Round 115
,G,14,7,21
,C,14,21,10
,P,7,0,6

Round 116
,G,14,3,14
,C,14,8,20
,P,5,14,8

Round 117
,G,6,8,18
,C,23,12,11
,P,6,13,3

Round 118
,G,13,9,21
,C,20,4,15
,P,8,4,6

Round 119
,G,11,5,14
,C,16,10,19
,P,6,11,8

Round 120
,G,12,14,14
,C,16,11,18
,P,6,5,4

Round 121
,G,6,8,17
,C,16,12,20
,P,9,8,4

Round 122
,G,7,10,16
,C,16,7,13
,P,15,4,12

Round 123
,G,11,12,6
,C,13,10,19
,P,4,11,14

Round 124
,G,7,9,12
,C,25,11,11
,P,8,11,6

Round 125
,G,3,9,11
,C,12,14,22
,P,15,8,6

Round 126
,G,8,6,18
,C,10,8,15
,P,20,7,8

Round 127
,G,1,2,9
,C,4,4,9
,P,28,1,42

Round 128
,G,3,9,15
,C,16,11,18
,P,13,8,7

Round 129
,G,4,1,12
,C,14,12,22
,P,15,13,7

Round 130
,G,5,6,21
,C,21,8,13
,P,9,8,9

Round 131
,G,11,9,24
,C,8,6,16
,P,13,7,6

Round 132
,G,6,9,13
,C,17,5,16
,P,14,8,12

Round 133
,G,9,5,14
,C,21,5,17
,P,15,7,7

Round 134
,G,9,9,13
,C,9,6,18
,P,16,7,13

Round 135
,G,5,3,10
,C,9,1,27
,P,24,4,17

Round 136
,G,9,6,13
,C,12,5,24
,P,21,7,3

Round 137
,G,7,7,10
,C,14,9,18
,P,22,5,8

Round 138
,G,6,2,9
,C,17,9,16
,P,26,9,6

Round 139
,G,2,3,14
,C,11,3,22
,P,28,8,9

Round 140
,G,3,6,11
,C,18,3,17
,P,22,9,11

Round 141
,G,5,3,7
,C,12,4,22
,P,25,7,15

Round 142
,G,1,1,3
,C,20,1,23
,P,31,10,10

Round 143
,G,2,1,8
,C,12,4,24
,P,30,9,10

Round 144
,G,5,3,11
,C,10,4,25
,P,28,3,11

Round 145
,G,6,7,7
,C,11,7,18
,P,28,5,11

Round 146
,G,11,4,15
,C,12,9,9
,P,31,3,6

Round 147
,G,9,1,2
,C,13,6,13
,P,31,10,15

Round 148
,G,5,2,13
,C,13,3,13
,P,27,12,12

Round 149
,G,4,2,3
,C,16,12,16
,P,27,9,11

Round 150
,G,5,4,4
,C,12,9,24
,P,25,14,3

Round 151
,G,5,4,12
,C,11,13,9
,P,30,10,6

Round 152
,G,5,2,5
,C,7,5,25
,P,21,18,12

Round 153
,G,3,3,11
,C,15,9,19
,P,22,9,9

Round 154
,G,1,7,13
,C,15,2,25
,P,26,5,6

Round 155
,G,3,10,15
,C,9,11,13
,P,25,10,4

Round 156
,G,1,11,11
,C,7,10,19
,P,24,10,7

Round 157
,G,2,5,10
,C,8,11,19
,P,24,11,10

Round 158
,G,4,6,9
,C,14,3,25
,P,22,7,10

Round 159
,G,9,5,8
,C,10,14,17
,P,23,9,5

Round 160
,G,8,5,8
,C,11,7,21
,P,21,10,9

Round 161
,G,5,12,5
,C,9,7,24
,P,31,4,3

Round 162
,G,8,14,7
,C,11,7,18
,P,27,3,5

Round 163
,G,15,2,14
,C,9,15,7
,P,16,14,8

Round 164
,G,1,5,13
,C,24,8,15
,P,17,13,4

Round 165
,G,10,11,16
,C,4,7,16
,P,22,9,5

Round 166
,G,4,13,8
,C,5,16,13
,P,24,14,3

Round 167
,G,2,9,20
,C,2,12,11
,P,30,12,2

Round 168
,G,7,8,12
,C,12,14,13
,P,20,12,2

Round 169
,G,7,10,19
,C,4,8,10
,P,29,11,2

Round 170
,G,0,8,18
,C,8,11,15
,P,28,11,1

Round 171
,G,1,11,3
,C,1,16,19
,P,42,5,2

Round 172
,G,10,12,12
,C,2,24,8
,P,16,13,3

Round 173
,G,0,10,10
,C,9,14,28
,P,6,17,6

Round 174
,G,0,1,12
,C,8,17,21
,P,22,17,2

Round 175
,G,0,3,12
,C,8,22,21
,P,11,16,7

Round 176
,G,6,10,8
,C,4,17,22
,P,9,19,5

Round 177
,G,13,7,10
,C,2,12,20
,P,9,25,2

Round 178
,G,2,12,10
,C,9,18,16
,P,9,21,3

Round 179
,G,1,4,9
,C,10,18,17
,P,21,19,1

Round 180
,G,0,6,9
,C,8,17,24
,P,6,25,5

Round 181
,G,1,2,10
,C,14,22,15
,P,19,16,1

Round 182
,G,2,2,7
,C,9,11,21
,P,22,16,10

Round 183
,G,0,2,0
,C,11,6,33
,P,34,12,2

Round 184
,G,1,3,2
,C,1,15,30
,P,45,3,0

Round 185
,G,4,2,3
,C,5,17,23
,P,39,6,1

Round 186
,G,0,3,1
,C,4,20,25
,P,39,4,4

Round 187
,G,1,3,2
,C,5,23,18
,P,40,7,1

Round 188
,G,0,4,1
,C,10,30,9
,P,34,9,3

Round 189
,G,2,3,1
,C,5,33,14
,P,37,4,1

Round 190
,G,0,1,0
,C,1,47,2
,P,48,1,0

Round 191
,G,5,1,4
,C,10,26,8
,P,32,12,2

Round 192
,G,1,1,3
,C,1,34,16
,P,27,16,1

Round 193
,G,2,1,3
,C,4,29,17
,P,25,19,0

Round 194
,G,1,9,12
,C,8,15,16
,P,15,21,3

Round 195
,G,0,1,1
,C,4,33,17
,P,25,18,1

Round 196
,G,7,2,6
,C,3,28,18
,P,17,17,2

Round 197
,G,4,11,3
,C,5,25,17
,P,15,19,1

Round 198
,G,6,11,14
,C,6,19,15
,P,12,16,1

Round 199
,G,3,11,5
,C,9,19,17
,P,10,24,2

Round 200
,G,3,7,13
,C,8,24,13
,P,14,17,1

Round 201
,G,3,5,2
,C,3,23,20
,P,23,20,1

Round 202
,G,3,5,6
,C,9,26,8
,P,14,26,3

Round 203
,G,1,0,1
,C,4,24,25
,P,24,21,0

Round 204
,G,2,8,9
,C,0,26,11
,P,18,26,0

Round 205
,G,0,3,5
,C,1,24,19
,P,20,28,0

Round 206
,G,4,4,6
,C,7,21,18
,P,14,24,2

Round 207
,G,1,6,10
,C,12,21,12
,P,10,27,1

Round 208
,G,0,8,4
,C,10,25,11
,P,15,27,0

Round 209
,G,6,8,9
,C,9,19,9
,P,12,23,5

Round 210
,G,4,12,9
,C,2,29,2
,P,15,25,2

Round 211
,G,5,2,1
,C,5,31,14
,P,21,20,1

Round 212
,G,0,2,3
,C,3,28,18
,P,20,26,0

Round 213
,G,4,5,6
,C,5,16,23
,P,21,16,4

Round 214
,G,4,8,6
,C,10,17,12
,P,18,20,5

Round 215
,G,3,7,5
,C,10,21,18
,P,19,17,0

Round 216
,G,2,6,8
,C,9,15,16
,P,19,22,3

Round 217
,G,3,3,8
,C,6,19,16
,P,17,24,4

Round 218
,G,3,4,7
,C,9,14,22
,P,18,19,4

Round 219
,G,6,6,10
,C,20,10,9
,P,15,22,2

Round 220
,G,1,6,9
,C,15,21,7
,P,18,18,5

Round 221
,G,2,10,0
,C,6,24,21
,P,24,13,0

Round 222
,G,1,7,9
,C,4,31,10
,P,12,22,4

Round 223
,G,1,17,14
,C,11,20,12
,P,7,14,4

Round 224
,G,0,5,5
,C,3,34,18
,P,5,29,1

Round 225
,G,3,16,9
,C,7,27,12
,P,6,17,3

Round 226
,G,3,14,13
,C,6,23,18
,P,6,13,4

Round 227
,G,4,15,10
,C,8,31,8
,P,2,18,4

Round 228
,G,4,10,15
,C,4,31,11
,P,4,19,2

Round 229
,G,0,7,7
,C,11,32,13
,P,9,19,2

Round 230
,G,3,11,5
,C,5,42,14
,P,5,15,0

Round 231
,G,5,10,15
,C,18,15,14
,P,5,13,5

Round 232
,G,3,15,14
,C,9,24,10
,P,5,19,1

Round 233
,G,6,15,9
,C,6,27,15
,P,1,19,2

Round 234
,G,4,8,4
,C,16,27,18
,P,3,18,2

Round 235
,G,7,16,10
,C,14,26,9
,P,2,15,1

Round 236
,G,1,20,14
,C,11,24,9
,P,6,14,1

Round 237
,G,5,16,10
,C,10,20,14
,P,1,20,4

Round 238
,G,5,16,5
,C,11,30,14
,P,7,12,0

Round 239
,G,5,16,11
,C,10,24,12
,P,6,14,2

Round 240
,G,7,23,6
,C,0,46,11
,P,0,7,0

Round 241
,G,4,13,11
,C,9,22,10
,P,6,23,2

Round 242
,G,1,3,11
,C,19,13,15
,P,4,22,12

Round 243
,G,6,7,3
,C,10,25,16
,P,13,17,3

Round 244
,G,11,5,4
,C,15,16,14
,P,9,19,7

Round 245
,G,10,5,6
,C,11,12,23
,P,9,21,3

Round 246
,G,10,6,12
,C,15,11,10
,P,14,15,7

Round 247
,G,4,3,9
,C,28,2,21
,P,2,26,5

Round 248
,G,5,12,10
,C,17,13,10
,P,12,10,11

Round 249
,G,4,5,3
,C,14,20,20
,P,17,3,14

Round 250
,G,6,11,11
,C,16,17,11
,P,10,10,8

Round 251
,G,6,6,12
,C,24,4,13
,P,6,23,6

Round 252
,G,7,5,7
,C,18,9,22
,P,13,15,4

Round 253
,G,7,6,11
,C,21,11,13
,P,11,15,5

Round 254
,G,10,5,7
,C,25,13,14
,P,13,11,2

Round 255
,G,4,6,9
,C,16,12,17
,P,12,19,5

Round 256
,G,9,12,9
,C,11,9,21
,P,14,13,2

Round 257
,G,7,9,13
,C,16,9,14
,P,18,10,4

Round 258
,G,6,6,10
,C,20,9,17
,P,18,12,2

Round 259
,G,5,3,3
,C,24,13,21
,P,14,12,5

Round 260
,G,10,7,6
,C,17,10,21
,P,14,12,3

Round 261
,G,3,19,12
,C,25,0,11
,P,14,15,1

Round 262
,G,8,18,7
,C,21,7,15
,P,11,12,1

Round 263
,G,7,16,11
,C,22,5,13
,P,14,11,1

Round 264
,G,9,15,9
,C,30,2,3
,P,12,18,2

Round 265
,G,7,10,10
,C,13,12,16
,P,14,16,2

Round 266
,G,6,19,8
,C,13,13,15
,P,14,11,1

Round 267
,G,7,17,2
,C,18,8,21
,P,13,9,5

Round 268
,G,4,20,5
,C,16,14,16
,P,11,13,1

Round 269
,G,3,17,10
,C,18,9,12
,P,12,16,3

Round 270
,G,6,14,8
,C,15,16,15
,P,13,11,2

Round 271
,G,5,15,21
,C,19,5,7
,P,16,11,1

Round 272
,G,1,7,8
,C,21,2,21
,P,14,20,6

Round 273
,G,5,3,26
,C,13,4,14
,P,19,15,1

Round 274
,G,3,12,11
,C,25,9,9
,P,17,13,1

Round 275
,G,0,12,13
,C,17,9,12
,P,12,17,8

Round 276
,G,5,7,10
,C,17,9,15
,P,17,15,5

Round 277
,G,8,14,8
,C,9,19,10
,P,16,9,7

Round 278
,G,6,14,3
,C,14,13,20
,P,14,11,5

Round 279
,G,5,11,18
,C,18,6,8
,P,16,11,7

Round 280
,G,12,7,2
,C,12,17,18
,P,12,15,5

Round 281
,G,5,6,19
,C,6,16,19
,P,9,13,7

Round 282
,G,1,8,25
,C,20,4,10
,P,13,18,1

Round 283
,G,3,24,26
,C,12,7,6
,P,14,4,4

Round 284
,G,11,16,14
,C,15,10,8
,P,12,12,2

Round 285
,G,7,22,1
,C,16,21,5
,P,10,13,5

Round 286
,G,9,8,18
,C,16,15,6
,P,13,10,5

Round 287
,G,9,10,14
,C,20,15,7
,P,15,8,2

Round 288
,G,7,17,7
,C,15,15,15
,P,13,9,2

Round 289
,G,12,17,8
,C,13,12,11
,P,15,8,4

Round 290
,G,4,18,3
,C,23,14,9
,P,14,11,4

Round 291
,G,5,10,12
,C,14,9,14
,P,16,13,7

Round 292
,G,3,12,15
,C,10,19,9
,P,26,5,1

Round 293
,G,9,12,7
,C,6,29,7
,P,8,13,9

Round 294
,G,4,16,10
,C,10,11,17
,P,10,16,6

Round 295
,G,7,16,15
,C,13,8,18
,P,8,11,4

Round 296
,G,4,24,6
,C,16,17,11
,P,9,7,6

Round 297
,G,5,14,11
,C,10,18,12
,P,15,8,7

Round 298
,G,1,14,10
,C,11,22,8
,P,21,9,4

Round 299
,G,5,14,8
,C,14,11,12
,P,7,20,9

Round 300
,G,7,7,13
,C,11,15,12
,P,13,18,4

Round 301
,G,7,5,24
,C,8,14,9
,P,16,15,2

Round 302
,G,10,10,14
,C,13,12,11
,P,19,7,4

Round 303
,G,6,10,8
,C,18,15,14
,P,19,7,3

Round 304
,G,0,12,20
,C,21,11,12
,P,22,0,2

Round 305
,G,9,16,9
,C,13,14,7
,P,17,8,7

Round 306
,G,3,12,20
,C,20,10,12
,P,20,3,0

Round 307
,G,17,8,12
,C,10,9,11
,P,17,16,0

Round 308
,G,13,13,15
,C,15,8,9
,P,7,14,6

Round 309
,G,9,16,12
,C,17,11,7
,P,20,7,1

Round 310
,G,5,17,10
,C,13,21,8
,P,13,11,2

Round 311
,G,9,8,6
,C,8,13,15
,P,17,19,5

Round 312
,G,6,16,14
,C,10,13,16
,P,13,8,4

Round 313
,G,6,6,15
,C,11,5,9
,P,21,18,9

Round 314
,G,11,13,12
,C,11,4,13
,P,20,15,1

Round 315
,G,8,14,17
,C,8,5,20
,P,18,10,0

Round 316
,G,2,15,10
,C,14,0,22
,P,8,22,7

Round 317
,G,5,6,15
,C,12,3,11
,P,19,19,10

Round 318
,G,7,11,11
,C,10,13,19
,P,11,11,7

Round 319
,G,13,16,10
,C,15,5,12
,P,17,7,5

Round 320
,G,5,6,16
,C,17,13,9
,P,15,14,5

Round 321
,G,4,8,17
,C,13,11,15
,P,18,13,1

Round 322
,G,12,13,12
,C,8,11,19
,P,7,14,4

Round 323
,G,6,8,14
,C,8,21,14
,P,8,14,7

Round 324
,G,4,11,14
,C,13,18,17
,P,9,9,5

Round 325
,G,13,10,16
,C,15,6,9
,P,12,17,2

Round 326
,G,5,14,17
,C,20,7,10
,P,8,13,6

Round 327
,G,3,9,15
,C,10,13,12
,P,10,18,10

Round 328
,G,12,15,6
,C,7,20,14
,P,6,13,7

Round 329
,G,1,7,19
,C,12,10,18
,P,10,17,6

Round 330
,G,6,11,18
,C,11,11,13
,P,10,13,7

Round 331
,G,14,16,18
,C,7,7,7
,P,9,14,8

Round 332
,G,12,10,16
,C,7,3,12
,P,16,16,8

Round 333
,G,14,16,9
,C,6,11,14
,P,11,11,8

Round 334
,G,6,9,9
,C,1,5,1
,P,32,14,23

Round 335
,G,6,7,19
,C,4,5,7
,P,27,16,9

Round 336
,G,7,7,12
,C,10,7,9
,P,22,18,8

Round 337
,G,1,2,23
,C,16,0,14
,P,27,16,1

Round 338
,G,9,1,8
,C,9,1,15
,P,33,10,14

Round 339
,G,4,11,17
,C,15,7,6
,P,18,13,9

Round 340
,G,12,12,14
,C,3,0,3
,P,39,14,3

Round 341
,G,9,11,11
,C,12,2,8
,P,24,10,13

Round 342
,G,0,28,9
,C,6,9,5
,P,12,20,11

Round 343
,G,4,14,12
,C,4,11,13
,P,9,21,12

Round 344
,G,16,21,13
,C,2,11,11
,P,3,14,9

Round 345
,G,3,10,21
,C,8,9,12
,P,13,17,7

Round 346
,G,7,12,11
,C,6,7,12
,P,19,21,5

Round 347
,G,1,5,22
,C,3,12,19
,P,15,17,6

Round 348
,G,2,17,11
,C,4,7,10
,P,21,21,7

Round 349
,G,4,13,15
,C,3,14,9
,P,15,23,4

Round 350
,G,6,19,14
,C,7,16,8
,P,9,16,5

Round 351
,G,0,13,21
,C,3,13,16
,P,13,14,7

Round 352
,G,2,21,16
,C,6,21,9
,P,5,18,2

Round 353
,G,1,23,19
,C,1,15,3
,P,12,20,6

Round 354
,G,0,19,19
,C,5,17,7
,P,11,21,1

Round 355
,G,0,25,15
,C,2,13,12
,P,9,18,6

Round 356
,G,0,36,16
,C,4,10,8
,P,14,9,3

Round 357
,G,6,25,17
,C,1,18,6
,P,10,14,3

Round 358
,G,5,19,17
,C,5,15,8
,P,12,15,4

Round 359
,G,3,6,28
,C,7,12,9
,P,9,21,5

Round 360
,G,1,23,19
,C,3,15,9
,P,10,16,4

Round 361
,G,0,25,19
,C,4,13,8
,P,9,18,4

Round 362
,G,6,9,10
,C,6,9,3
,P,17,24,16

Round 363
,G,2,9,23
,C,7,7,11
,P,12,26,3

Round 364
,G,2,13,14
,C,2,5,1
,P,18,32,13

Round 365
,G,2,14,24
,C,12,5,7
,P,8,19,9

Round 366
,G,3,4,18
,C,9,5,5
,P,10,33,13

Round 367
,G,4,7,23
,C,14,14,8
,P,11,15,4

Round 368
,G,2,4,15
,C,10,2,18
,P,16,22,11

Round 369
,G,5,3,22
,C,6,9,9
,P,14,24,8

Round 370
,G,1,5,16
,C,11,13,15
,P,21,18,0

Round 371
,G,6,2,28
,C,14,6,9
,P,4,25,6

Round 372
,G,5,9,15
,C,9,13,20
,P,10,13,6

Round 373
,G,10,14,19
,C,7,11,6
,P,15,13,5

Round 374
,G,8,11,14
,C,13,9,11
,P,17,14,3

Round 375
,G,6,10,16
,C,12,3,21
,P,16,16,0

Round 376
,G,2,15,23
,C,9,19,3
,P,15,9,5

Round 377
,G,9,4,18
,C,4,8,2
,P,20,28,7

Round 378
,G,9,16,11
,C,7,7,15
,P,13,17,5

Round 379
,G,7,14,24
,C,9,7,8
,P,14,14,3

Round 380
,G,8,17,20
,C,4,10,6
,P,20,12,3

Round 381
,G,4,33,28
,C,2,1,2
,P,19,8,3

Round 382
,G,0,13,24
,C,8,12,11
,P,8,19,5

Round 383
,G,0,7,32
,C,4,7,8
,P,13,26,3

Round 384
,G,5,9,21
,C,3,13,14
,P,15,17,3

Round 385
,G,1,11,29
,C,3,19,9
,P,4,21,3

Round 386
,G,2,4,27
,C,9,11,15
,P,6,22,4

Round 387
,G,2,12,24
,C,5,10,12
,P,9,22,4

Round 388
,G,6,14,23
,C,6,14,10
,P,7,15,5

Round 389
,G,3,2,20
,C,10,16,12
,P,16,19,2

Round 390
,G,2,14,23
,C,6,9,15
,P,10,17,4

Round 391
,G,4,20,14
,C,6,9,14
,P,7,16,10

Round 392
,G,0,6,14
,C,3,3,62
,P,4,7,1

Round 393
,G,1,0,13
,C,8,10,49
,P,6,12,1

Round 394
,G,2,13,22
,C,7,10,23
,P,4,11,8

Round 395
,G,1,7,18
,C,5,6,47
,P,5,7,4

Round 396
,G,1,0,6
,C,4,3,81
,P,0,3,2

Round 397
,G,0,1,4
,C,3,5,78
,P,0,2,7

Round 398
,G,2,9,17
,C,4,7,38
,P,6,12,5

Round 399
,G,0,4,5
,C,2,4,78
,P,2,3,2

Round 400
,G,7,8,18
,C,5,4,39
,P,2,9,8

Round 401
,G,0,8,9
,C,4,4,63
,P,2,6,4

Round 402
,G,2,10,18
,C,8,14,22
,P,6,11,9

Round 403
,G,1,5,15
,C,5,14,46
,P,3,9,2

Round 404
,G,0,4,16
,C,12,9,34
,P,7,16,2

Round 405
,G,0,4,6
,C,2,3,80
,P,1,3,1

Round 406
,G,3,6,15
,C,8,25,23
,P,4,11,5

Round 407
,G,2,1,7
,C,2,6,74
,P,1,6,1

Round 408
,G,0,0,9
,C,4,13,62
,P,0,9,3

Round 409
,G,0,19,17
,C,2,10,22
,P,8,13,9

Round 410
,G,0,10,14
,C,6,19,25
,P,7,14,5

Round 411
,G,0,1,5
,C,3,11,73
,P,1,1,5

Round 412
,G,0,5,15
,C,16,29,29
,P,2,2,2

Round 413
,G,2,1,10
,C,11,12,32
,P,9,19,4

Round 414
,G,0,0,20
,C,11,22,26
,P,11,10,0

Round 415
,G,1,5,11
,C,10,12,39
,P,2,16,4

Round 416
,G,4,1,17
,C,15,17,27
,P,9,9,1

Round 417
,G,1,1,13
,C,12,11,36
,P,5,18,3

Round 418
,G,4,1,12
,C,11,9,41
,P,1,20,1

Round 419
,G,2,3,12
,C,9,14,37
,P,2,15,6

Round 420
,G,0,0,14
,C,12,16,37
,P,1,18,2

Round 421
,G,2,4,18
,C,12,13,23
,P,8,18,2

Round 422
,G,1,8,9
,C,13,22,29
,P,1,15,2

Round 423
,G,2,8,17
,C,11,10,35
,P,2,11,4

Round 424
,G,1,7,18
