Round,a\b,G,C,P
,G,0,0,0
,C,11,72,7
,P,1,9,0

Round 68
,G,0,0,7
,C,7,38,17
,P,5,26,0

Round 69
,G,0,0,0
,C,4,88,3
,P,0,5,0

Round 70
,G,0,0,0
,C,10,57,14
,P,0,17,2

Round 71
,G,0,2,2
,C,14,11,37
,P,6,21,7

Round 72
,G,0,3,1
,C,17,26,21
,P,8,19,5

Round 73
,G,0,4,1
,C,17,27,25
,P,4,17,5

Round 74
,G,0,0,0
,C,19,26,17
,P,11,21,6

Round 75
,G,0,1,5
,C,14,27,22
,P,6,20,5

Round 76
,G,1,6,0
,C,17,28,19
,P,3,18,8

Round 77
,G,0,2,1
,C,15,28,22
,P,7,19,6

Round 78
,G,0,1,5
,C,13,27,22
,P,11,16,5

Round 79
,G,0,1,3
,C,15,22,23
,P,8,23,5

Round 80
,G,0,3,0
,C,16,12,31
,P,2,26,10

Round 81
,G,0,1,2
,C,19,19,19
,P,18,21,1

Round 82
,G,0,3,2
,C,16,17,25
,P,7,25,5

Round 83
,G,2,4,2
,C,22,23,17
,P,6,17,7

Round 84
,G,0,0,5
,C,22,13,22
,P,7,24,7

Round 85
,G,0,4,5
,C,12,28,19
,P,7,16,9

Round 86
,G,2,1,4
,C,21,19,22
,P,5,19,7

Round 87
,G,2,2,2
,C,20,13,24
,P,9,22,6

Round 88
,G,1,5,2
,C,16,18,22
,P,10,24,2

Round 89
,G,1,3,2
,C,16,24,21
,P,8,20,5

Round 90
,G,3,7,4
,C,15,23,20
,P,5,19,4

Round 91
,G,1,3,11
,C,12,3,31
,P,5,24,10

Round 92
,G,0,3,12
,C,12,6,25
,P,9,22,11

Round 93
,G,2,5,8
,C,10,9,23
,P,14,23,6

Round 94
,G,1,3,11
,C,15,6,25
,P,12,22,5

Round 95
,G,1,5,11
,C,9,6,31
,P,11,22,4

Round 96
,G,0,2,11
,C,15,2,31
,P,3,24,12

Round 97
,G,2,11,5
,C,8,10,26
,P,10,15,13

Round 98
,G,6,1,8
,C,7,10,30
,P,3,22,13

Round 99
,G,5,10,8
,C,9,12,25
,P,11,15,5

Round 100
,G,2,9,6
,C,10,12,25
,P,9,14,13

Round 101
,G,6,4,16
,C,7,6,31
,P,14,7,9

Round 102
,G,11,8,13
,C,8,7,28
,P,11,6,8

Round 103
,G,5,10,16
,C,13,8,17
,P,15,11,5

Round 104
,G,5,12,20
,C,10,6,12
,P,19,11,5

Round 105
,G,7,6,17
,C,6,8,22
,P,18,9,7

Round 106
,G,7,4,18
,C,7,4,31
,P,14,9,6

Round 107
,G,5,15,18
,C,5,4,23
,P,21,6,3

Round 108
,G,6,7,20
,C,7,4,31
,P,17,6,2

Round 109
,G,3,20,22
,C,3,3,22
,P,22,2,3

Round 110
,G,1,5,16
,C,6,0,48
,P,16,5,3

Round 111
,G,0,15,26
,C,5,2,23
,P,17,5,7

Round 112
,G,3,8,28
,C,5,4,21
,P,13,11,7

Round 113
,G,2,16,28
,C,3,4,20
,P,20,5,2

Round 114
,G,3,14,28
,C,1,4,21
,P,19,4,6

Round 115
,G,0,15,28
,C,4,7,13
,P,20,11,2

Round 116
,G,4,18,22
,C,7,8,21
,P,11,8,1

Round 117
,G,4,23,23
,C,2,1,22
,P,20,2,3

Round 118
,G,3,23,23
,C,3,1,22
,P,22,2,1

Round 119
,G,3,20,24
,C,3,2,21
,P,19,6,2

Round 120
,G,2,20,24
,C,2,2,22
,P,21,5,2

Round 121
,G,4,18,23
,C,6,8,18
,P,16,4,3

Round 122
,G,9,14,19
,C,12,7,24
,P,5,8,2

Round 123
,G,2,1,38
,C,1,2,37
,P,18,1,0

Round 124
,G,3,16,21
,C,10,1,25
,P,10,14,0

Round 125
,G,6,17,18
,C,13,6,21
,P,8,10,1

Round 126
,G,2,20,18
,C,18,1,19
,P,3,18,1

Round 127
,G,4,22,15
,C,8,3,24
,P,16,8,0

Round 128
,G,2,20,16
,C,4,2,31
,P,19,5,1

Round 129
,G,8,12,25
,C,10,4,24
,P,8,9,0

Round 130
,G,4,13,22
,C,12,2,23
,P,9,12,3

Round 131
,G,2,21,22
,C,1,1,28
,P,20,2,3

Round 132
,G,4,11,18
,C,17,2,24
,P,7,13,4

Round 133
,G,4,16,15
,C,16,6,24
,P,8,10,1

Round 134
,G,3,14,21
,C,10,6,21
,P,10,14,1

Round 135
,G,1,21,25
,C,3,0,25
,P,23,0,2

Round 136
,G,3,13,12
,C,10,5,32
,P,12,13,0

Round 137
,G,1,10,19
,C,9,4,37
,P,14,6,0

Round 138
,G,5,15,21
,C,1,8,24
,P,17,8,1

Round 139
,G,3,13,18
,C,6,8,26
,P,13,12,1

Round 140
,G,3,8,21
,C,8,5,34
,P,14,6,1

Round 141
,G,0,11,6
,C,6,10,36
,P,11,20,0

Round 142
,G,0,12,3
,C,5,5,44
,P,10,19,2

Round 143
,G,1,11,6
,C,7,7,36
,P,10,20,2

Round 144
,G,0,10,4
,C,4,2,47
,P,11,21,1

Round 145
,G,4,13,11
,C,5,5,36
,P,12,10,4

Round 146
,G,0,19,10
,C,2,3,39
,P,12,14,1

Round 147
,G,1,18,1
,C,16,9,27
,P,10,16,2

Round 148
,G,1,15,5
,C,13,10,29
,P,11,16,0

Round 149
,G,1,20,10
,C,1,2,43
,P,11,12,0

Round 150
,G,4,17,7
,C,6,3,39
,P,9,14,1

Round 151
,G,5,13,12
,C,10,7,31
,P,13,7,2

Round 152
,G,0,2,18
,C,0,5,52
,P,20,0,3

Round 153
,G,4,13,12
,C,6,9,29
,P,16,9,2

Round 154
,G,0,14,20
,C,0,6,37
,P,22,1,0

Round 155
,G,3,11,14
,C,2,5,45
,P,17,1,2

Round 156
,G,5,4,15
,C,3,12,38
,P,16,2,5

Round 157
,G,1,2,20
,C,1,1,54
,P,19,0,2

Round 158
,G,1,13,12
,C,11,4,34
,P,14,9,2

Round 159
,G,0,21,1
,C,16,11,27
,P,12,12,0

Round 160
,G,3,2,21
,C,4,3,41
,P,16,3,7

Round 161
,G,5,7,26
,C,2,5,34
,P,17,2,2

Round 162
,G,6,7,28
,C,2,3,35
,P,17,2,0

Round 163
,G,6,18,7
,C,14,12,21
,P,7,10,5

Round 164
,G,11,11,19
,C,2,8,29
,P,13,6,1

Round 165
,G,6,11,18
,C,7,5,26
,P,12,14,1

Round 166
,G,3,10,28
,C,4,12,25
,P,10,6,2

Round 167
,G,3,9,21
,C,8,0,30
,P,10,19,0

Round 168
,G,2,14,26
,C,4,6,27
,P,13,8,0

Round 169
,G,5,15,16
,C,18,6,21
,P,6,13,0

Round 170
,G,6,14,14
,C,3,8,21
,P,19,6,9

Round 171
,G,2,15,26
,C,0,1,41
,P,14,1,0

Round 172
,G,4,11,29
,C,6,2,29
,P,11,3,5

Round 173
,G,4,6,28
,C,5,9,16
,P,16,10,6

Round 174
,G,1,8,34
,C,7,0,31
,P,13,6,0

Round 175
,G,3,13,29
,C,5,2,29
,P,13,4,2

Round 176
,G,3,7,31
,C,7,4,26
,P,13,8,1

Round 177
,G,3,7,35
,C,7,2,29
,P,13,2,2

Round 178
,G,11,6,31
,C,11,9,17
,P,9,3,3

Round 179
,G,5,12,23
,C,6,9,18
,P,17,7,3

Round 180
,G,7,2,32
,C,6,0,26
,P,13,8,6

Round 181
,G,11,3,28
,C,7,0,24
,P,14,7,6

Round 182
,G,9,5,28
,C,6,0,25
,P,14,7,6

Round 183
,G,11,7,28
,C,6,1,28
,P,14,5,0

Round 184
,G,8,6,29
,C,4,1,31
,P,14,7,0

Round 185
,G,8,6,30
,C,9,1,28
,P,12,3,3

Round 186
,G,10,5,30
,C,6,1,25
,P,14,9,0

Round 187
,G,8,9,27
,C,6,1,30
,P,12,6,1

Round 188
,G,10,7,30
,C,6,0,28
,P,15,4,0

Round 189
,G,10,4,32
,C,3,1,27
,P,15,7,1

Round 190
,G,7,4,26
,C,2,2,28
,P,12,10,9

Round 191
,G,9,6,24
,C,5,1,27
,P,14,8,6

Round 192
,G,11,2,28
,C,0,1,20
,P,18,11,9

Round 193
,G,5,6,22
,C,5,0,27
,P,14,10,11

Round 194
,G,5,6,22
,C,5,3,32
,P,15,8,4

Round 195
,G,6,4,26
,C,1,1,38
,P,16,8,0

Round 196
,G,7,5,26
,C,2,1,35
,P,16,7,1

Round 197
,G,6,3,29
,C,0,2,36
,P,17,6,1

Round 198
,G,6,5,26
,C,0,1,35
,P,15,8,4

Round 199
,G,7,1,30
,C,1,1,35
,P,17,8,0

Round 200
,G,7,1,31
,C,0,1,35
,P,17,8,0

Round 201
,G,0,10,18
,C,8,0,45
,P,17,2,0

Round 202
,G,0,8,20
,C,9,1,42
,P,18,2,0

Round 203
,G,0,10,19
,C,11,1,38
,P,18,2,1

Round 204
,G,1,9,18
,C,11,3,37
,P,15,3,3

Round 205
,G,2,10,15
,C,9,7,34
,P,15,7,1

Round 206
,G,1,10,16
,C,9,1,43
,P,17,2,1

Round 207
,G,1,10,15
,C,9,1,43
,P,17,3,1

Round 208
,G,3,8,18
,C,9,1,42
,P,17,2,0

Round 209
,G,0,10,17
,C,7,2,42
,P,18,3,1

Round 210
,G,0,10,17
,C,9,2,42
,P,16,2,2

Round 211
,G,1,1,39
,C,17,0,21
,P,19,2,0

Round 212
,G,2,6,31
,C,20,3,20
,P,17,1,0

Round 213
,G,4,8,18
,C,2,5,31
,P,19,7,6

Round 214
,G,1,4,33
,C,0,1,38
,P,20,2,1

Round 215
,G,4,5,22
,C,3,1,33
,P,18,7,7

Round 216
,G,1,5,27
,C,2,3,32
,P,18,12,0

Round 217
,G,3,6,25
,C,1,3,30
,P,16,8,8

Round 218
,G,3,4,24
,C,3,5,27
,P,15,11,8

Round 219
,G,1,10,21
,C,1,1,30
,P,20,9,7

Round 220
,G,4,2,28
,C,0,3,28
,P,18,13,4

Round 221
,G,1,2,29
,C,0,2,33
,P,18,15,0

Round 222
,G,2,2,29
,C,0,1,33
,P,18,15,0

Round 223
,G,0,1,33
,C,0,0,32
,P,17,17,0

Round 224
,G,0,3,30
,C,1,1,33
,P,18,14,0

Round 225
,G,2,3,25
,C,4,3,33
,P,16,14,0

Round 226
,G,1,2,36
,C,0,1,22
,P,20,18,0

Round 227
,G,2,4,31
,C,3,3,23
,P,17,15,2

Round 228
,G,1,1,31
,C,2,0,30
,P,16,19,0

Round 229
,G,0,2,36
,C,3,2,19
,P,19,18,1

Round 230
,G,0,1,36
,C,0,0,24
,P,19,19,1

Round 231
,G,2,7,28
,C,15,2,18
,P,9,10,9

Round 232
,G,2,8,27
,C,15,2,20
,P,10,7,9

Round 233
,G,1,9,26
,C,16,2,20
,P,9,8,9

Round 234
,G,2,5,28
,C,17,1,19
,P,9,12,7

Round 235
,G,1,3,34
,C,7,2,19
,P,15,14,5

Round 236
,G,1,9,26
,C,17,0,20
,P,9,10,8

Round 237
,G,2,3,31
,C,7,4,21
,P,15,12,5

Round 238
,G,1,2,35
,C,1,0,24
,P,18,18,1

Round 239
,G,1,1,36
,C,0,0,21
,P,18,20,3

Round 240
,G,2,2,28
,C,3,3,32
,P,17,13,0

Round 241
,G,1,1,32
,C,1,1,32
,P,16,15,1

Round 242
,G,2,1,29
,C,1,3,32
,P,16,14,2

Round 243
,G,0,3,28
,C,1,2,32
,P,15,16,3

Round 244
,G,0,3,30
,C,0,0,32
,P,18,16,1

Round 245
,G,0,4,26
,C,1,1,36
,P,16,14,2

Round 246
,G,2,2,28
,C,1,0,37
,P,17,13,0

Round 247
,G,1,2,29
,C,0,0,36
,P,16,14,2

Round 248
,G,1,4,27
,C,1,0,36
,P,17,12,2

Round 249
,G,1,2,27
,C,0,2,37
,P,16,13,2

Round 250
,G,1,3,28
,C,2,1,35
,P,16,14,0

Round 251
,G,1,13,18
,C,1,2,35
,P,16,2,12

Round 252
,G,3,3,24
,C,2,1,38
,P,16,11,2

Round 253
,G,2,7,22
,C,0,1,35
,P,16,7,10

Round 254
,G,0,2,30
,C,1,1,35
,P,15,13,3

Round 255
,G,2,2,28
,C,2,1,34
,P,15,14,2

Round 256
,G,2,2,30
,C,3,1,30
,P,15,15,2

Round 257
,G,1,4,26
,C,0,3,35
,P,17,12,2

Round 258
,G,0,3,31
,C,1,1,32
,P,15,15,2

Round 259
,G,0,15,19
,C,2,1,43
,P,17,2,1

Round 260
,G,0,1,31
,C,1,0,33
,P,16,17,1

Round 261
,G,3,12,8
,C,1,5,49
,P,17,5,0

Round 262
,G,2,14,5
,C,2,4,55
,P,15,2,1

Round 263
,G,1,16,1
,C,1,2,62
,P,16,0,1

Round 264
,G,2,17,0
,C,4,3,58
,P,15,0,1

Round 265
,G,0,17,0
,C,0,0,66
,P,16,0,1

Round 266
,G,0,17,0
,C,0,1,64
,P,16,0,2

Round 267
,G,3,16,5
,C,0,2,54
,P,17,2,1

Round 268
,G,2,16,3
,C,2,2,58
,P,15,2,0

Round 269
,G,0,16,5
,C,4,3,53
,P,15,1,3

Round 270
,G,1,14,5
,C,1,2,58
,P,17,2,0

Round 271
,G,0,16,2
,C,1,0,62
,P,17,2,0

Round 272
,G,0,15,7
,C,3,1,54
,P,17,3,0

Round 273
,G,1,17,4
,C,1,2,54
,P,18,3,0

Round 274
,G,2,15,3
,C,1,1,58
,P,17,3,0

Round 275
,G,1,14,6
,C,1,4,55
,P,16,2,1

Round 276
,G,0,17,0
,C,2,0,64
,P,16,0,1

Round 277
,G,0,15,5
,C,2,1,58
,P,16,3,0

Round 278
,G,3,11,7
,C,2,2,55
,P,14,3,3

Round 279
,G,1,17,2
,C,0,1,58
,P,17,3,1

Round 280
,G,0,17,2
,C,1,1,59
,P,17,2,1

Round 281
,G,0,12,5
,C,4,4,51
,P,15,5,4

Round 282
,G,3,12,9
,C,5,7,44
,P,12,5,3

Round 283
,G,1,14,3
,C,2,3,54
,P,17,4,2

Round 284
,G,1,14,6
,C,2,4,54
,P,15,2,2

Round 285
,G,0,15,3
,C,0,1,61
,P,17,3,0

Round 286
,G,2,14,4
,C,2,4,55
,P,14,3,2

Round 287
,G,3,13,4
,C,1,1,57
,P,16,5,0

Round 288
,G,0,15,2
,C,0,0,63
,P,16,3,1

Round 289
,G,1,13,4
,C,0,4,57
,P,16,4,1

Round 290
,G,0,15,4
,C,4,2,53
,P,16,4,2

Round 291
,G,0,7,20
,C,6,6,42
,P,13,6,0

Round 292
,G,0,16,7
,C,7,9,35
,P,13,9,4

Round 293
,G,0,18,2
,C,25,0,40
,P,10,4,1

Round 294
,G,3,15,4
,C,19,4,40
,P,12,3,0

Round 295
,G,0,17,4
,C,26,2,37
,P,11,2,1

Round 296
,G,0,16,9
,C,25,2,33
,P,9,2,4

Round 297
,G,3,14,6
,C,20,5,34
,P,12,3,3

Round 298
,G,2,14,13
,C,15,4,33
,P,15,3,1

Round 299
,G,2,16,6
,C,21,3,37
,P,11,3,1

Round 300
,G,5,13,2
,C,11,12,34
,P,14,9,0

Round 301
,G,8,10,10
,C,3,1,41
,P,11,13,3

Round 302
,G,1,10,13
,C,4,8,36
,P,14,12,2

Round 303
,G,5,6,18
,C,0,6,42
,P,13,10,0

Round 304
,G,8,15,3
,C,3,3,43
,P,12,12,1

Round 305
,G,7,10,10
,C,4,2,41
,P,11,13,2

Round 306
,G,6,7,17
,C,5,6,37
,P,8,7,7

Round 307
,G,10,11,2
,C,2,3,45
,P,12,13,2

Round 308
,G,11,12,2
,C,0,0,49
,P,12,13,1

Round 309
,G,10,13,3
,C,0,1,46
,P,11,15,1

Round 310
,G,8,13,5
,C,3,0,44
,P,11,15,1

Round 311
,G,0,13,15
,C,0,1,54
,P,14,3,0

Round 312
,G,1,12,15
,C,1,0,51
,P,13,6,1

Round 313
,G,6,11,12
,C,4,5,41
,P,12,8,1

Round 314
,G,1,12,17
,C,4,1,48
,P,13,3,1

Round 315
,G,0,13,16
,C,0,1,53
,P,14,3,0

Round 316
,G,1,12,17
,C,4,1,49
,P,12,3,1

Round 317
,G,2,8,21
,C,4,1,45
,P,11,5,3

Round 318
,G,0,11,24
,C,0,1,48
,P,13,3,0

Round 319
,G,1,9,25
,C,4,1,44
,P,12,3,1

Round 320
,G,1,10,25
,C,1,0,47
,P,12,3,1

Round 321
,G,2,10,23
,C,1,0,48
,P,12,3,1

Round 322
,G,0,12,24
,C,1,0,48
,P,13,2,0

Round 323
,G,1,12,22
,C,1,2,46
,P,12,2,2

Round 324
,G,1,11,25
,C,1,1,45
,P,13,3,0

Round 325
,G,0,11,25
,C,0,1,46
,P,12,4,1

Round 326
,G,0,14,24
,C,1,0,47
,P,13,0,1

Round 327
,G,1,10,26
,C,4,1,42
,P,11,3,2

Round 328
,G,0,11,24
,C,0,1,46
,P,13,5,0

Round 329
,G,1,7,30
,C,8,1,33
,P,10,5,5

Round 330
,G,1,11,24
,C,1,1,47
,P,12,2,1

Round 331
,G,3,9,21
,C,8,2,34
,P,8,11,4

Round 332
,G,2,8,21
,C,7,0,38
,P,10,13,1

Round 333
,G,2,10,24
,C,4,1,37
,P,9,10,3

Round 334
,G,3,7,18
,C,4,4,38
,P,10,12,4

Round 335
,G,1,10,22
,C,4,1,37
,P,11,14,0

Round 336
,G,0,10,23
,C,1,1,41
,P,12,11,1

Round 337
,G,4,7,22
,C,8,4,32
,P,9,10,4

Round 338
,G,1,8,22
,C,1,2,41
,P,12,12,1

Round 339
,G,4,10,17
,C,15,14,19
,P,12,8,1

Round 340
,G,2,6,29
,C,6,3,40
,P,6,7,1

Round 341
,G,0,10,23
,C,1,0,42
,P,10,11,3

Round 342
,G,1,9,23
,C,2,1,40
,P,11,11,2

Round 343
,G,3,8,20
,C,3,0,42
,P,11,12,1

Round 344
,G,1,9,24
,C,1,2,36
,P,12,12,3

Round 345
,G,0,10,23
,C,0,0,43
,P,11,12,1

Round 346
,G,0,9,23
,C,0,1,43
,P,10,11,3

Round 347
,G,1,7,29
,C,8,2,31
,P,6,8,8

Round 348
,G,0,5,32
,C,6,2,33
,P,9,7,6

Round 349
,G,1,9,21
,C,2,0,43
,P,11,12,1

Round 350
,G,1,3,13
,C,4,1,63
,P,5,6,4

Round 351
,G,0,1,31
,C,2,1,45
,P,2,3,15

Round 352
,G,0,0,32
,C,4,1,42
,P,4,3,14

Round 353
,G,0,4,27
,C,8,0,38
,P,5,8,10

Round 354
,G,3,7,26
,C,8,0,34
,P,7,10,5

Round 355
,G,1,0,28
,C,7,1,48
,P,4,4,7

Round 356
,G,0,2,34
,C,6,0,49
,P,3,3,3

Round 357
,G,2,2,32
,C,2,1,43
,P,2,7,9

Round 358
,G,0,1,36
,C,3,1,51
,P,2,3,3

Round 359
,G,1,1,34
,C,5,1,48
,P,2,1,7

Round 360
,G,1,2,34
,C,1,1,54
,P,2,3,2

Round 361
,G,0,4,31
,C,8,0,37
,P,6,6,8

Round 362
,G,0,5,31
,C,7,1,35
,P,7,6,8

Round 363
,G,1,1,28
,C,9,0,34
,P,4,3,20

Round 364
,G,1,2,36
,C,9,6,29
,P,2,2,13

Round 365
,G,1,5,32
,C,7,0,38
,P,5,5,7

Round 366
,G,0,3,31
,C,5,1,37
,P,10,9,4

Round 367
,G,1,2,24
,C,9,1,33
,P,9,6,15

Round 368
,G,1,2,29
,C,23,0,18
,P,4,2,21

Round 369
,G,2,5,34
,C,8,0,32
,P,4,5,10

Round 370
,G,1,3,15
,C,2,0,71
,P,4,3,1

Round 371
,G,0,0,28
,C,25,0,16
,P,2,1,28

Round 372
,G,0,0,33
,C,24,0,16
,P,4,1,22

Round 373
,G,0,1,29
,C,12,3,25
,P,8,2,20

Round 374
,G,0,1,7
,C,1,1,80
,P,3,2,5

Round 375
,G,1,0,30
,C,17,0,24
,P,4,2,22

Round 376
,G,0,1,26
,C,6,4,39
,P,8,3,13

Round 377
,G,0,0,23
,C,3,3,53
,P,5,3,10

Round 378
,G,0,1,31
,C,9,3,25
,P,6,4,21

Round 379
,G,0,1,10
,C,3,0,80
,P,2,1,3

Round 380
,G,1,0,36
,C,11,0,32
,P,3,2,15

Round 381
,G,0,8,33
,C,14,2,20
,P,14,9,0

Round 382
,G,1,7,32
,C,14,1,24
,P,12,6,3

Round 383
,G,0,12,35
,C,14,0,24
,P,13,2,0

Round 384
,G,0,8,34
,C,13,1,21
,P,15,7,1

Round 385
,G,1,10,34
,C,11,1,28
,P,12,3,0

Round 386
,G,0,10,35
,C,13,2,24
,P,12,2,2

Round 387
,G,0,1,7
,C,3,1,83
,P,2,2,1

Round 388
,G,0,13,35
,C,12,1,24
,P,13,1,1

Round 389
,G,0,9,33
,C,12,1,30
,P,9,3,3

Round 390
,G,1,2,9
,C,4,2,74
,P,3,4,1

Round 391
,G,3,4,30
,C,13,0,28
,P,13,9,0

Round 392
,G,2,11,36
,C,13,1,22
,P,11,2,2

Round 393
,G,0,2,31
,C,14,5,31
,P,6,5,6

Round 394
,G,1,12,33
,C,13,1,26
,P,13,1,0

Round 395
,G,1,12,32
,C,14,0,27
,P,12,1,1

Round 396
,G,0,2,15
,C,14,0,42
,P,14,1,12

Round 397
,G,1,12,30
,C,11,2,29
,P,13,1,1

Round 398
,G,1,2,15
,C,14,2,37
,P,14,2,13

Round 399
,G,0,2,14
,C,15,0,41
,P,14,2,12

Round 400
,G,0,1,14
,C,14,0,42
,P,14,1,14

Round 401
,G,1,8,26
,C,12,2,29
,P,8,10,4

Round 402
,G,0,11,26
,C,11,0,26
,P,13,2,11

Round 403
,G,1,9,23
,C,12,1,41
,P,9,2,2

Round 404
,G,2,9,28
,C,11,1,31
,P,12,3,3

Round 405
,G,1,6,26
,C,10,2,32
,P,12,6,5

Round 406
,G,0,9,27
,C,9,1,42
,P,9,3,0

Round 407
,G,1,8,23
,C,13,0,31
,P,10,7,7

Round 408
,G,0,7,17
,C,10,2,39
,P,13,8,4

Round 409
,G,2,5,22
,C,10,1,40
,P,11,6,3

Round 410
,G,4,4,19
,C,14,1,36
,P,9,5,8

Round 411
,G,1,10,17
,C,11,2,25
,P,13,2,19

Round 412
,G,1,8,25
,C,8,1,42
,P,11,3,1

Round 413
,G,0,8,30
,C,10,1,37
,P,10,2,2

Round 414
,G,1,6,26
,C,10,2,38
,P,11,5,1

Round 415
,G,0,9,33
,C,9,1,36
,P,9,2,1

Round 416
,G,3,6,24
,C,10,0,46
,P,9,2,0

Round 417
,G,0,10,26
,C,11,2,35
,P,10,4,2

Round 418
,G,0,9,24
,C,9,1,42
,P,10,4,1

Round 419
,G,1,7,22
,C,10,2,43
,P,10,3,2

Round 420
,G,0,7,26
,C,10,1,41
,P,11,4,0

Round 421
,G,2,6,14
,C,10,6,43
,P,10,6,3

Round 422
,G,5,10,10
,C,12,6,39
,P,5,8,5

Round 423
,G,1,8,16
,C,8,6,39
,P,9,8,5

Round 424
,G,0,6,22
